YearWeekISO,ReportingCountry,TotalDoses,TargetGroup,TotalDosesSum
2021-W13,FR,452,AgeUNK,27683458
2021-W13,FR,170955,HCW,27854413
2021-W13,FR,24392,LTCF,27878805
2021-W13,HR,61629,ALL,1073529
2021-W13,HR,268,Age18_24,1073797
2021-W13,HR,5010,Age25_49,1078807
2021-W13,HR,5937,Age50_59,1084744
2021-W13,HR,19261,Age60_69,1104005
2021-W13,HR,22349,Age70_79,1126354
2021-W13,HR,8795,Age80+,1135149
2021-W13,HR,2976,HCW,1138125
2021-W13,HR,0,LTCF,1138125
2021-W13,HU,664401,ALL,6380601
2021-W13,HU,9126,Age18_24,6389727
2021-W13,HU,143680,Age25_49,6533407
2021-W13,HU,121312,Age50_59,6654719
2021-W13,HU,203469,Age60_69,6858188
2021-W13,HU,150941,Age70_79,7009129
2021-W13,HU,35399,Age80+,7044528
2021-W13,HU,474,AgeUNK,7045002
2021-W13,HU,4387,HCW,7049389
2021-W13,HU,1764,LTCF,7051153
2021-W13,IE,126593,ALL,2306592
2021-W13,IE,3778,Age18_24,2310370
2021-W13,IE,15888,Age25_49,2326258
2021-W13,IE,8462,Age50_59,2334720
2021-W13,IE,9755,Age60_69,2344475
2021-W13,IE,50273,Age70_79,2394748
2021-W13,IE,37005,Age80+,2431753
2021-W13,IE,1269,AgeUNK,2433022
2021-W13,IE,11756,HCW,2444778
2021-W13,IE,3166,LTCF,2447944
2021-W13,IS,8440,ALL,156973
2021-W13,IS,126,Age18_24,157099
2021-W13,IS,905,Age25_49,158004
2021-W13,IS,388,Age50_59,158392
2021-W13,IS,948,Age60_69,159340
2021-W13,IS,5117,Age70_79,164457
2021-W13,IS,929,Age80+,165386
2021-W13,IS,27,AgeUNK,165413
2021-W13,IS,0,HCW,165413
2021-W13,IS,0,LTCF,165413
2021-W13,IT,1609072,ALL,23685481
2021-W13,IT,19630,Age18_24,23705111
2021-W13,IT,163499,Age25_49,23868610
2021-W13,IT,117261,Age50_59,23985871
2021-W13,IT,145997,Age60_69,24131868
2021-W13,IT,367012,Age70_79,24498880
2021-W13,IT,795000,Age80+,25293880
2021-W13,IT,67475,HCW,25361355
2021-W13,IT,39384,LTCF,25400739
2021-W13,LI,1014,ALL,6473
2021-W13,LT,89185,ALL,989691
2021-W13,LT,4118,Age18_24,993809
2021-W13,LT,13503,Age25_49,1007312
2021-W13,LT,9076,Age50_59,1016388
2021-W13,LT,22299,Age60_69,1038687
2021-W13,LT,30187,Age70_79,1068874
2021-W13,LT,9959,Age80+,1078833
2021-W13,LT,43,AgeUNK,1078876
2021-W13,LU,19332,ALL,207882
2021-W13,LU,129,Age18_24,208011
2021-W13,LU,850,Age25_49,208861
2021-W13,LU,532,Age50_59,209393
2021-W13,LU,5307,Age60_69,214700
2021-W13,LU,8580,Age70_79,223280
2021-W13,LU,3623,Age80+,226903
2021-W13,LU,205,HCW,227108
2021-W13,LU,201,LTCF,227309
2021-W13,LV,19828,ALL,272694
2021-W13,LV,250,Age18_24,272944
2021-W13,LV,2012,Age25_49,274956
2021-W13,LV,2389,Age50_59,277345
2021-W13,LV,4933,Age60_69,282278
2021-W13,LV,5313,Age70_79,287591
2021-W13,LV,2548,Age80+,290139
2021-W13,LV,2,AgeUNK,290141
2021-W13,LV,1957,HCW,292098
2021-W13,LV,424,LTCF,292522
2021-W13,MT,29857,ALL,360385
2021-W13,MT,375,Age18_24,360760
2021-W13,MT,2876,Age25_49,363636
2021-W13,MT,936,Age50_59,364572
2021-W13,MT,9574,Age60_69,374146
2021-W13,MT,14476,Age70_79,388622
2021-W13,MT,1620,Age80+,390242
2021-W13,MT,0,AgeUNK,390242
2021-W13,MT,0,HCW,390242
2021-W13,MT,0,LTCF,390242
2021-W13,NL,450325,ALL,2863986
2021-W13,NO,99704,ALL,1766757
2021-W13,NO,1290,Age18_24,1768047
2021-W13,NO,9811,Age25_49,1777858
2021-W13,NO,6783,Age50_59,1784641
2021-W13,NO,12215,Age60_69,1796856
2021-W13,NO,59848,Age70_79,1856704
2021-W13,NO,9724,Age80+,1866428
2021-W13,NO,11715,HCW,1878143
2021-W13,PL,745424,ALL,13185235
2021-W13,PL,6247,Age18_24,13191482
2021-W13,PL,75827,Age25_49,13267309
2021-W13,PL,39698,Age50_59,13307007
2021-W13,PL,358551,Age60_69,13665558
2021-W13,PL,215517,Age70_79,13881075
2021-W13,PL,49339,Age80+,13930414
2021-W13,PL,245,AgeUNK,13930659
2021-W13,PL,12642,HCW,13943301
2021-W13,PT,219676,ALL,3609523
2021-W13,PT,665,Age18_24,3610188
2021-W13,PT,4830,Age25_49,3615018
2021-W13,PT,4959,Age50_59,3619977
2021-W13,PT,22416,Age60_69,3642393
2021-W13,PT,75106,Age70_79,3717499
2021-W13,PT,111681,Age80+,3829180
2021-W13,PT,0,AgeUNK,3829180
2021-W13,RO,181041,1_Age60+,6649836
2021-W13,RO,212311,1_Age<60,6862147
2021-W13,RO,393352,ALL,7255499
2021-W13,RO,14100,HCW,7269599
2021-W13,RO,2052,LTCF,7271651
2021-W13,SE,228502,ALL,3574771
2021-W13,SE,833,Age18_24,3575604
2021-W13,SE,5449,Age25_49,3581053
2021-W13,SE,3554,Age50_59,3584607
2021-W13,SE,9281,Age60_69,3593888
2021-W13,SE,126293,Age70_79,3720181
2021-W13,SE,83086,Age80+,3803267
2021-W13,SE,10,LTCF,3803277
2021-W13,SI,58465,ALL,796436
2021-W13,SI,232,Age18_24,796668
2021-W13,SI,5482,Age25_49,802150
2021-W13,SI,3899,Age50_59,806049
2021-W13,SI,11515,Age60_69,817564
2021-W13,SI,34325,Age70_79,851889
2021-W13,SI,2970,Age80+,854859
2021-W13,SI,42,AgeUNK,854901
2021-W13,SI,183,HCW,855084
2021-W13,SK,103771,ALL,1131389
2021-W14,AT,135787,1_Age60+,5475067
2021-W14,AT,30538,1_Age<60,5505605
2021-W14,AT,166325,ALL,5671930
2021-W14,AT,2286,Age18_24,5674216
2021-W14,AT,15186,Age25_49,5689402
2021-W14,AT,12814,Age50_59,5702216
2021-W14,AT,33347,Age60_69,5735563
2021-W14,AT,68240,Age70_79,5803803
2021-W14,AT,34200,Age80+,5838003
2021-W14,BE,70249,1_Age60+,7598112
2021-W14,BE,10471,1_Age<60,7608583
2021-W14,BE,80720,ALL,7689303
2021-W14,BE,826,Age18_24,7690129
2021-W14,BE,5696,Age25_49,7695825
2021-W14,BE,3935,Age50_59,7699760
2021-W14,BE,19688,Age60_69,7719448
2021-W14,BE,36135,Age70_79,7755583
2021-W14,BE,14426,Age80+,7770009
2021-W14,BE,0,AgeUNK,7770009
2021-W14,BE,0,HCW,7770009
2021-W14,BE,0,LTCF,7770009
2021-W14,BG,48946,ALL,1141996
2021-W14,CY,9550,1_Age60+,330971
2021-W14,CY,13069,ALL,344040
2021-W14,CY,3463,AgeUNK,347503
2021-W14,CY,33,HCW,347536
2021-W14,CY,23,LTCF,347559
2021-W14,CZ,117102,1_Age60+,6109170
2021-W14,CZ,41306,1_Age<60,6150476
2021-W14,CZ,158408,ALL,6308884
2021-W14,CZ,2226,Age18_24,6311110
2021-W14,CZ,23405,Age25_49,6334515
2021-W14,CZ,15640,Age50_59,6350155
2021-W14,CZ,16750,Age60_69,6366905
2021-W14,CZ,86007,Age70_79,6452912
2021-W14,CZ,14345,Age80+,6467257
2021-W14,CZ,11348,HCW,6478605
2021-W14,CZ,5007,LTCF,6483612
2021-W14,DK,82069,ALL,2920358
2021-W14,DK,1008,Age18_24,2921366
2021-W14,DK,6121,Age25_49,2927487
2021-W14,DK,4564,Age50_59,2932051
2021-W14,DK,6247,Age60_69,2938298
2021-W14,DK,47381,Age70_79,2985679
2021-W14,DK,16748,Age80+,3002427
2021-W14,EE,16332,ALL,659566
2021-W14,EE,184,Age18_24,659750
2021-W14,EE,2212,Age25_49,661962
2021-W14,EE,1941,Age50_59,663903
2021-W14,EE,3603,Age60_69,667506
2021-W14,EE,5508,Age70_79,673014
2021-W14,EE,2877,Age80+,675891
2021-W14,EE,7,AgeUNK,675898
2021-W14,EL,148084,1_Age60+,5886477
2021-W14,EL,24039,1_Age<60,5910516
2021-W14,EL,172124,ALL,6082640
2021-W14,EL,903,Age18_24,6083543
2021-W14,EL,12112,Age25_49,6095655
2021-W14,EL,11024,Age50_59,6106679
2021-W14,EL,26720,Age60_69,6133399
2021-W14,EL,100767,Age70_79,6234166
2021-W14,EL,20597,Age80+,6254763
2021-W14,EL,1,AgeUNK,6254764
2021-W14,EL,5476,HCW,6260240
2021-W14,ES,459473,1_Age60+,22215728
2021-W14,ES,50976,1_Age<60,22266704
2021-W14,ES,510449,ALL,22777153
2021-W14,ES,0,AgeUNK,22777153
2021-W14,ES,101687,HCW,22878840
2021-W14,ES,2067,LTCF,22880907
2021-W14,FI,54599,ALL,2185483
2021-W14,FI,350,Age18_24,2185833
2021-W14,FI,2664,Age25_49,2188497
2021-W14,FI,1833,Age50_59,2190330
2021-W14,FI,13643,Age60_69,2203973
2021-W14,FI,34144,Age70_79,2238117
2021-W14,FI,1965,Age80+,2240082
2021-W14,HR,30822,ALL,1168947
2021-W14,HR,162,Age18_24,1169109
2021-W14,HR,3048,Age25_49,1172157
2021-W14,HR,3593,Age50_59,1175750
2021-W14,HR,10125,Age60_69,1185875
2021-W14,HR,10139,Age70_79,1196014
2021-W14,HR,3751,Age80+,1199765
2021-W14,HR,1411,HCW,1201176
2021-W14,HR,0,LTCF,1201176
2021-W14,HU,401844,ALL,7452997
2021-W14,HU,9942,Age18_24,7462939
2021-W14,HU,115311,Age25_49,7578250
2021-W14,HU,80687,Age50_59,7658937
2021-W14,HU,104404,Age60_69,7763341
2021-W14,HU,74427,Age70_79,7837768
2021-W14,HU,16547,Age80+,7854315
2021-W14,HU,526,AgeUNK,7854841
2021-W14,HU,5688,HCW,7860529
2021-W14,HU,615,LTCF,7861144
2021-W14,IE,35949,ALL,2483893
2021-W14,IE,92,Age18_24,2483985
2021-W14,IE,931,Age25_49,2484916
2021-W14,IE,754,Age50_59,2485670
2021-W14,IE,1395,Age60_69,2487065
2021-W14,IE,18660,Age70_79,2505725
2021-W14,IE,13453,Age80+,2519178
2021-W14,IE,657,AgeUNK,2519835
2021-W14,IE,89,HCW,2519924
2021-W14,IE,25,LTCF,2519949
2021-W14,IT,724017,ALL,26124756
2021-W14,IT,8774,Age18_24,26133530
2021-W14,IT,65397,Age25_49,26198927
2021-W14,IT,48343,Age50_59,26247270
2021-W14,IT,61591,Age60_69,26308861
2021-W14,IT,218986,Age70_79,26527847
2021-W14,IT,320606,Age80+,26848453
2021-W14,IT,20671,HCW,26869124
2021-W14,IT,15107,LTCF,26884231
2021-W14,LT,11260,1_Age60+,1090136
2021-W14,LT,19064,1_Age<60,1109200
2021-W14,LT,30324,ALL,1139524
2021-W14,LT,3499,Age18_24,1143023
2021-W14,LT,9496,Age25_49,1152519
2021-W14,LT,6044,Age50_59,1158563
2021-W14,LT,6087,Age60_69,1164650
2021-W14,LT,3985,Age70_79,1168635
2021-W14,LT,1188,Age80+,1169823
2021-W14,LT,25,AgeUNK,1169848
2021-W14,LU,11253,ALL,238562
2021-W14,LU,54,Age18_24,238616
2021-W14,LU,395,Age25_49,239011
2021-W14,LU,371,Age50_59,239382
2021-W14,LU,6813,Age60_69,246195
2021-W14,LU,817,Age70_79,247012
2021-W14,LU,2762,Age80+,249774
2021-W14,LU,81,HCW,249855
2021-W14,LU,9,LTCF,249864
2021-W14,MT,14515,ALL,404757
2021-W14,MT,287,Age18_24,405044
2021-W14,MT,1885,Age25_49,406929
2021-W14,MT,1711,Age50_59,408640
2021-W14,MT,5283,Age60_69,413923
2021-W14,MT,4370,Age70_79,418293
2021-W14,MT,979,Age80+,419272
2021-W14,MT,0,AgeUNK,419272
2021-W14,MT,0,HCW,419272
2021-W14,MT,0,LTCF,419272
2021-W14,PL,329699,ALL,14273000
2021-W14,PL,2760,Age18_24,14275760
2021-W14,PL,33502,Age25_49,14309262
2021-W14,PL,32298,Age50_59,14341560
2021-W14,PL,131147,Age60_69,14472707
2021-W14,PL,109765,Age70_79,14582472
2021-W14,PL,20098,Age80+,14602570
2021-W14,PL,129,AgeUNK,14602699
2021-W14,PL,4529,HCW,14607228
2021-W14,PT,202916,ALL,4032096
2021-W14,PT,544,Age18_24,4032640
2021-W14,PT,4348,Age25_49,4036988
2021-W14,PT,4545,Age50_59,4041533
2021-W14,PT,29063,Age60_69,4070596
2021-W14,PT,111388,Age70_79,4181984
2021-W14,PT,53018,Age80+,4235002
2021-W14,PT,1,AgeUNK,4235003
2021-W14,SE,89761,ALL,3893038
2021-W14,SE,252,Age18_24,3893290
2021-W14,SE,1821,Age25_49,3895111
2021-W14,SE,1098,Age50_59,3896209
2021-W14,SE,3277,Age60_69,3899486
2021-W14,SE,59348,Age70_79,3958834
2021-W14,SE,23960,Age80+,3982794
2021-W14,SE,100800,HCW,4083594
2021-W14,SE,0,LTCF,4083594
2021-W14,SK,38124,ALL,1169513
