YearWeekISO,ReportingCountry,TotalDoses,TargetGroup,TotalDosesSum
2021-W02,IE,5722,Age80+,248092
2021-W02,IE,118,AgeUNK,248210
2021-W02,IE,40053,HCW,288263
2021-W02,IE,8444,LTCF,296707
2021-W02,IS,1261,ALL,16120
2021-W02,IS,99,Age18_24,16219
2021-W02,IS,781,Age25_49,17000
2021-W02,IS,205,Age50_59,17205
2021-W02,IS,174,Age60_69,17379
2021-W02,IS,2,Age70_79,17381
2021-W02,IS,0,Age80+,17381
2021-W02,IS,0,AgeUNK,17381
2021-W02,IS,904,HCW,18285
2021-W02,IS,0,LTCF,18285
2021-W02,IT,537402,ALL,1978133
2021-W02,IT,22593,Age18_24,2000726
2021-W02,IT,213208,Age25_49,2213934
2021-W02,IT,131969,Age50_59,2345903
2021-W02,IT,79981,Age60_69,2425884
2021-W02,IT,24627,Age70_79,2450511
2021-W02,IT,65017,Age80+,2515528
2021-W02,IT,326209,HCW,2841737
2021-W02,IT,135164,LTCF,2976901
2021-W02,LT,27803,ALL,74713
2021-W02,LT,810,Age18_24,75523
2021-W02,LT,9513,Age25_49,85036
2021-W02,LT,7531,Age50_59,92567
2021-W02,LT,5626,Age60_69,98193
2021-W02,LT,1892,Age70_79,100085
2021-W02,LT,2311,Age80+,102396
2021-W02,LT,120,AgeUNK,102516
2021-W02,LU,2053,ALL,6411
2021-W02,LU,24,Age18_24,6435
2021-W02,LU,542,Age25_49,6977
2021-W02,LU,231,Age50_59,7208
2021-W02,LU,105,Age60_69,7313
2021-W02,LU,84,Age70_79,7397
2021-W02,LU,511,Age80+,7908
2021-W02,LU,1045,HCW,8953
2021-W02,LU,652,LTCF,9605
2021-W02,LV,8977,ALL,22925
2021-W02,LV,346,Age18_24,23271
2021-W02,LV,1095,Age25_49,24366
2021-W02,LV,562,Age50_59,24928
2021-W02,LV,432,Age60_69,25360
2021-W02,LV,69,Age70_79,25429
2021-W02,LV,9,Age80+,25438
2021-W02,LV,0,AgeUNK,25438
2021-W02,LV,6464,HCW,31902
2021-W02,MT,6808,ALL,20232
2021-W02,MT,279,Age18_24,20511
2021-W02,MT,1976,Age25_49,22487
2021-W02,MT,765,Age50_59,23252
2021-W02,MT,293,Age60_69,23545
2021-W02,MT,225,Age70_79,23770
2021-W02,MT,3270,Age80+,27040
2021-W02,MT,0,AgeUNK,27040
2021-W02,MT,2091,HCW,29131
2021-W02,MT,933,LTCF,30064
2021-W02,NL,43696,ALL,77625
2021-W02,NO,27862,ALL,50820
2021-W02,PL,273521,ALL,825097
2021-W02,PL,22467,Age18_24,847564
2021-W02,PL,127505,Age25_49,975069
2021-W02,PL,71009,Age50_59,1046078
2021-W02,PL,40323,Age60_69,1086401
2021-W02,PL,8415,Age70_79,1094816
2021-W02,PL,2783,Age80+,1097599
2021-W02,PL,1019,AgeUNK,1098618
2021-W02,PL,114379,HCW,1212997
2021-W02,PT,50542,ALL,205482
2021-W02,PT,1451,Age18_24,206933
2021-W02,PT,17116,Age25_49,224049
2021-W02,PT,8632,Age50_59,232681
2021-W02,PT,5263,Age60_69,237944
2021-W02,PT,3597,Age70_79,241541
2021-W02,PT,14467,Age80+,256008
2021-W02,SE,74173,ALL,202536
2021-W02,SE,1493,Age18_24,204029
2021-W02,SE,16329,Age25_49,220358
2021-W02,SE,10433,Age50_59,230791
2021-W02,SE,8518,Age60_69,239309
2021-W02,SE,8484,Age70_79,247793
2021-W02,SE,28908,Age80+,276701
2021-W02,SE,23469,LTCF,300170
2021-W02,SI,18833,ALL,92629
2021-W02,SI,331,Age18_24,92960
2021-W02,SI,3097,Age25_49,96057
2021-W02,SI,1650,Age50_59,97707
2021-W02,SI,887,Age60_69,98594
2021-W02,SI,1099,Age70_79,99693
2021-W02,SI,11767,Age80+,111460
2021-W02,SI,2,AgeUNK,111462
2021-W02,SI,3764,HCW,115226
2021-W02,SK,38097,ALL,63630
2021-W02,SK,215,Age80+,63845
2021-W03,AT,42056,1_Age60+,379671
2021-W03,AT,54106,1_Age<60,433777
2021-W03,AT,96162,ALL,529939
2021-W03,AT,3716,Age18_24,533655
2021-W03,AT,31080,Age25_49,564735
2021-W03,AT,19219,Age50_59,583954
2021-W03,AT,7467,Age60_69,591421
2021-W03,AT,7698,Age70_79,599119
2021-W03,AT,26891,Age80+,626010
2021-W03,BE,52473,1_Age60+,551340
2021-W03,BE,68528,1_Age<60,619868
2021-W03,BE,121001,ALL,740869
2021-W03,BE,6791,Age18_24,747660
2021-W03,BE,40716,Age25_49,788376
2021-W03,BE,20252,Age50_59,808628
2021-W03,BE,12187,Age60_69,820815
2021-W03,BE,9504,Age70_79,830319
2021-W03,BE,30782,Age80+,861101
2021-W03,BE,0,AgeUNK,861101
2021-W03,BE,76067,HCW,937168
2021-W03,BE,44934,LTCF,982102
2021-W03,BG,7690,ALL,61923
2021-W03,BG,92,Age18_24,62015
2021-W03,BG,2509,Age25_49,64524
2021-W03,BG,2497,Age50_59,67021
2021-W03,BG,2052,Age60_69,69073
2021-W03,BG,470,Age70_79,69543
2021-W03,BG,70,Age80+,69613
2021-W03,BG,0,AgeUNK,69613
2021-W03,BG,7314,HCW,76927
2021-W03,BG,2,LTCF,76929
2021-W03,CY,7368,ALL,22864
2021-W03,CY,4264,Age80+,27128
2021-W03,CY,1371,HCW,28499
2021-W03,CY,1733,LTCF,30232
2021-W03,CZ,51601,1_Age60+,517006
2021-W03,CZ,34122,1_Age<60,551128
2021-W03,CZ,85726,ALL,636854
2021-W03,CZ,1382,Age18_24,638236
2021-W03,CZ,21445,Age25_49,659681
2021-W03,CZ,11278,Age50_59,670959
2021-W03,CZ,7794,Age60_69,678753
2021-W03,CZ,5451,Age70_79,684204
2021-W03,CZ,38356,Age80+,722560
2021-W03,CZ,3,AgeUNK,722563
2021-W03,CZ,32087,HCW,754650
2021-W03,CZ,17752,LTCF,772402
2021-W03,DE,663441,ALL,1875645
2021-W03,DK,39846,ALL,374237
2021-W03,DK,907,Age18_24,375144
2021-W03,DK,9672,Age25_49,384816
2021-W03,DK,5953,Age50_59,390769
2021-W03,DK,5388,Age60_69,396157
2021-W03,DK,5381,Age70_79,401538
2021-W03,DK,12545,Age80+,414083
2021-W03,DK,0,HCW,414083
2021-W03,DK,45224,LTCF,459307
2021-W03,EE,4938,ALL,12359
2021-W03,EE,175,Age18_24,12534
2021-W03,EE,2285,Age25_49,14819
2021-W03,EE,1172,Age50_59,15991
2021-W03,EE,900,Age60_69,16891
2021-W03,EE,251,Age70_79,17142
2021-W03,EE,152,Age80+,17294
2021-W03,EE,3,AgeUNK,17297
2021-W03,EE,1807,HCW,19104
2021-W03,EE,1753,LTCF,20857
2021-W03,EL,60975,1_Age60+,373679
2021-W03,EL,19680,1_Age<60,393359
2021-W03,EL,80672,ALL,474031
2021-W03,EL,293,Age18_24,474324
2021-W03,EL,12293,Age25_49,486617
2021-W03,EL,7094,Age50_59,493711
2021-W03,EL,2597,Age60_69,496308
2021-W03,EL,1305,Age70_79,497613
2021-W03,EL,57073,Age80+,554686
2021-W03,EL,17,AgeUNK,554703
2021-W03,EL,12152,HCW,566855
2021-W03,ES,106006,1_Age60+,2864681
2021-W03,ES,232795,1_Age<60,3097476
2021-W03,ES,338801,ALL,3436277
2021-W03,ES,0,AgeUNK,3436277
2021-W03,ES,253451,HCW,3689728
2021-W03,ES,80211,LTCF,3769939
2021-W03,FI,56293,ALL,177467
2021-W03,FI,1938,Age18_24,179405
2021-W03,FI,17441,Age25_49,196846
2021-W03,FI,9599,Age50_59,206445
2021-W03,FI,5882,Age60_69,212327
2021-W03,FI,4839,Age70_79,217166
2021-W03,FI,16594,Age80+,233760
2021-W03,FI,0,AgeUNK,233760
2021-W03,FR,664621,ALL,1894217
2021-W03,FR,3219,Age18_24,1897436
2021-W03,FR,60785,Age25_49,1958221
2021-W03,FR,84137,Age50_59,2042358
2021-W03,FR,55609,Age60_69,2097967
2021-W03,FR,181402,Age70_79,2279369
2021-W03,FR,279926,Age80+,2559295
2021-W03,FR,107,AgeUNK,2559402
2021-W03,FR,145211,HCW,2704613
2021-W03,FR,160152,LTCF,2864765
2021-W03,HR,22932,ALL,140947
2021-W03,HR,256,Age18_24,141203
2021-W03,HR,6306,Age25_49,147509
2021-W03,HR,4180,Age50_59,151689
2021-W03,HR,3630,Age60_69,155319
2021-W03,HR,2866,Age70_79,158185
2021-W03,HR,5694,Age80+,163879
2021-W03,HR,8173,HCW,172052
2021-W03,HR,0,LTCF,172052
2021-W03,HU,32805,ALL,399230
2021-W03,HU,2640,Age18_24,401870
2021-W03,HU,16000,Age25_49,417870
2021-W03,HU,7452,Age50_59,425322
2021-W03,HU,4526,Age60_69,429848
2021-W03,HU,1670,Age70_79,431518
2021-W03,HU,327,Age80+,431845
2021-W03,HU,190,AgeUNK,432035
2021-W03,HU,31803,HCW,463838
2021-W03,HU,6,LTCF,463844
2021-W03,IE,48113,ALL,344820
2021-W03,IE,2406,Age18_24,347226
2021-W03,IE,18249,Age25_49,365475
2021-W03,IE,8143,Age50_59,373618
2021-W03,IE,5015,Age60_69,378633
2021-W03,IE,3742,Age70_79,382375
2021-W03,IE,10436,Age80+,392811
2021-W03,IE,77,AgeUNK,392888
2021-W03,IE,32219,HCW,425107
2021-W03,IE,15891,LTCF,440998
2021-W03,IS,9092,ALL,27377
2021-W03,IS,175,Age18_24,27552
2021-W03,IS,1813,Age25_49,29365
2021-W03,IS,692,Age50_59,30057
2021-W03,IS,892,Age60_69,30949
2021-W03,IS,1341,Age70_79,32290
2021-W03,IS,4169,Age80+,36459
2021-W03,IS,10,AgeUNK,36469
2021-W03,IS,2181,HCW,38650
2021-W03,IS,4505,LTCF,43155
2021-W03,IT,239138,ALL,3216039
2021-W03,IT,5510,Age18_24,3221549
2021-W03,IT,96428,Age25_49,3317977
2021-W03,IT,57741,Age50_59,3375718
2021-W03,IT,35081,Age60_69,3410799
2021-W03,IT,10186,Age70_79,3420985
2021-W03,IT,34169,Age80+,3455154
2021-W03,IT,150995,HCW,3606149
2021-W03,IT,57603,LTCF,3663752
2021-W03,LT,15861,ALL,118377
2021-W03,LT,431,Age18_24,118808
2021-W03,LT,5881,Age25_49,124689
2021-W03,LT,4382,Age50_59,129071
2021-W03,LT,3005,Age60_69,132076
2021-W03,LT,746,Age70_79,132822
2021-W03,LT,1408,Age80+,134230
2021-W03,LT,8,AgeUNK,134238
2021-W03,LU,3956,ALL,13561
2021-W03,LU,133,Age18_24,13694
2021-W03,LU,1512,Age25_49,15206
2021-W03,LU,718,Age50_59,15924
2021-W03,LU,196,Age60_69,16120
2021-W03,LU,33,Age70_79,16153
2021-W03,LU,3,Age80+,16156
2021-W03,LU,2546,HCW,18702
2021-W03,LU,0,LTCF,18702
2021-W03,LV,3110,ALL,35012
2021-W03,LV,147,Age18_24,35159
2021-W03,LV,361,Age25_49,35520
2021-W03,LV,175,Age50_59,35695
2021-W03,LV,93,Age60_69,35788
2021-W03,LV,26,Age70_79,35814
2021-W03,LV,2,Age80+,35816
2021-W03,LV,0,AgeUNK,35816
2021-W03,LV,2306,HCW,38122
2021-W03,MT,8738,ALL,38802
2021-W03,MT,375,Age18_24,39177
2021-W03,MT,3027,Age25_49,42204
2021-W03,MT,1159,Age50_59,43363
2021-W03,MT,431,Age60_69,43794
2021-W03,MT,354,Age70_79,44148
2021-W03,MT,2892,Age80+,47040
2021-W03,MT,0,AgeUNK,47040
2021-W03,MT,2501,HCW,49541
2021-W03,MT,2060,LTCF,51601
2021-W03,NL,86404,ALL,164029
2021-W03,NO,28721,ALL,79541
2021-W03,NO,481,Age18_24,80022
2021-W03,NO,8085,Age25_49,88107
2021-W03,NO,2846,Age50_59,90953
2021-W03,NO,1937,Age60_69,92890
2021-W03,NO,1914,Age70_79,94804
2021-W03,NO,13457,Age80+,108261
2021-W03,PL,243506,ALL,1456503
2021-W03,PL,10988,Age18_24,1467491
2021-W03,PL,87410,Age25_49,1554901
2021-W03,PL,49566,Age50_59,1604467
2021-W03,PL,37694,Age60_69,1642161
2021-W03,PL,19989,Age70_79,1662150
2021-W03,PL,37113,Age80+,1699263
2021-W03,PL,746,AgeUNK,1700009
2021-W03,PL,67994,HCW,1768003
2021-W03,PT,152097,ALL,408105
2021-W03,PT,4954,Age18_24,413059
2021-W03,PT,57945,Age25_49,471004
2021-W03,PT,26001,Age50_59,497005
2021-W03,PT,14349,Age60_69,511354
2021-W03,PT,9813,Age70_79,521167
2021-W03,PT,38967,Age80+,560134
2021-W03,SE,112911,ALL,413081
2021-W03,SE,2951,Age18_24,416032
2021-W03,SE,29792,Age25_49,445824
2021-W03,SE,17798,Age50_59,463622
2021-W03,SE,14455,Age60_69,478077
2021-W03,SE,12209,Age70_79,490286
2021-W03,SE,35706,Age80+,525992
2021-W03,SE,15580,LTCF,541572
2021-W03,SI,14694,ALL,129920
2021-W03,SI,199,Age18_24,130119
2021-W03,SI,3594,Age25_49,133713
2021-W03,SI,2460,Age50_59,136173
2021-W03,SI,1252,Age60_69,137425
2021-W03,SI,1419,Age70_79,138844
2021-W03,SI,5767,Age80+,144611
2021-W03,SI,3,AgeUNK,144614
2021-W03,SI,4346,HCW,148960
2021-W03,SK,39166,ALL,103011
2021-W03,SK,1195,Age80+,104206
2021-W04,AT,20858,1_Age60+,646868
2021-W04,AT,26822,1_Age<60,673690
2021-W04,AT,47680,ALL,721370
2021-W04,AT,2024,Age18_24,723394
2021-W04,AT,15189,Age25_49,738583
2021-W04,AT,9546,Age50_59,748129
2021-W04,AT,3890,Age60_69,752019
2021-W04,AT,3021,Age70_79,755040
2021-W04,AT,13947,Age80+,768987
2021-W04,BE,37586,1_Age60+,1019688
2021-W04,BE,51971,1_Age<60,1071659
2021-W04,BE,89557,ALL,1161216
2021-W04,BE,5092,Age18_24,1166308
2021-W04,BE,30864,Age25_49,1197172
2021-W04,BE,15419,Age50_59,1212591
2021-W04,BE,9166,Age60_69,1221757
2021-W04,BE,6914,Age70_79,1228671
2021-W04,BE,21506,Age80+,1250177
2021-W04,BE,0,AgeUNK,1250177
2021-W04,BE,57820,HCW,1307997
2021-W04,BE,31737,LTCF,1339734
2021-W04,BG,14982,ALL,91911
2021-W04,BG,166,Age18_24,92077
2021-W04,BG,4654,Age25_49,96731
2021-W04,BG,4476,Age50_59,101207
2021-W04,BG,4188,Age60_69,105395
2021-W04,BG,1204,Age70_79,106599
2021-W04,BG,282,Age80+,106881
2021-W04,BG,12,AgeUNK,106893
2021-W04,BG,13005,HCW,119898
2021-W04,BG,218,LTCF,120116
2021-W04,CY,7435,ALL,37667
2021-W04,CY,4706,Age80+,42373
2021-W04,CY,1605,HCW,43978
2021-W04,CY,1124,LTCF,45102
2021-W04,CZ,37899,1_Age60+,810301
2021-W04,CZ,33200,1_Age<60,843501
2021-W04,CZ,71103,ALL,914604
2021-W04,CZ,1421,Age18_24,916025
2021-W04,CZ,21576,Age25_49,937601
2021-W04,CZ,10169,Age50_59,947770
2021-W04,CZ,6405,Age60_69,954175
2021-W04,CZ,3278,Age70_79,957453
2021-W04,CZ,28216,Age80+,985669
2021-W04,CZ,4,AgeUNK,985673
2021-W04,CZ,32800,HCW,1018473
2021-W04,CZ,10831,LTCF,1029304
2021-W04,DE,646387,ALL,2522032
2021-W04,DK,65601,ALL,524908
2021-W04,DK,1739,Age18_24,526647
2021-W04,DK,18936,Age25_49,545583
2021-W04,DK,12467,Age50_59,558050
2021-W04,DK,9477,Age60_69,567527
2021-W04,DK,6737,Age70_79,574264
2021-W04,DK,16245,Age80+,590509
2021-W04,DK,0,HCW,590509
2021-W04,DK,16313,LTCF,606822
2021-W04,EE,16190,ALL,37047
2021-W04,EE,798,Age18_24,37845
2021-W04,EE,7172,Age25_49,45017
2021-W04,EE,3831,Age50_59,48848
2021-W04,EE,3166,Age60_69,52014
2021-W04,EE,938,Age70_79,52952
2021-W04,EE,283,Age80+,53235
2021-W04,EE,2,AgeUNK,53237
2021-W04,EE,3969,HCW,57206
2021-W04,EE,2780,LTCF,59986
2021-W04,EL,64311,1_Age60+,631166
2021-W04,EL,47048,1_Age<60,678214
2021-W04,EL,111363,ALL,789577
2021-W04,EL,572,Age18_24,790149
2021-W04,EL,28477,Age25_49,818626
2021-W04,EL,17999,Age50_59,836625
2021-W04,EL,7424,Age60_69,844049
2021-W04,EL,1385,Age70_79,845434
2021-W04,EL,55502,Age80+,900936
2021-W04,EL,4,AgeUNK,900940
2021-W04,EL,43594,HCW,944534
2021-W04,ES,150539,1_Age60+,3920478
2021-W04,ES,222041,1_Age<60,4142519
2021-W04,ES,372580,ALL,4515099
2021-W04,ES,0,AgeUNK,4515099
2021-W04,ES,231487,HCW,4746586
2021-W04,ES,135853,LTCF,4882439
2021-W04,FI,53729,ALL,287489
2021-W04,FI,1706,Age18_24,289195
2021-W04,FI,16019,Age25_49,305214
2021-W04,FI,8039,Age50_59,313253
2021-W04,FI,4782,Age60_69,318035
2021-W04,FI,4362,Age70_79,322397
2021-W04,FI,18821,Age80+,341218
2021-W04,FI,0,AgeUNK,341218
2021-W04,FR,579738,ALL,3444503
2021-W04,FR,2451,Age18_24,3446954
2021-W04,FR,43754,Age25_49,3490708
2021-W04,FR,64205,Age50_59,3554913
2021-W04,FR,48823,Age60_69,3603736
2021-W04,FR,166396,Age70_79,3770132
2021-W04,FR,254749,Age80+,4024881
2021-W04,FR,135,AgeUNK,4025016
2021-W04,FR,100764,HCW,4125780
2021-W04,FR,127656,LTCF,4253436
2021-W04,HR,15795,ALL,187847
2021-W04,HR,204,Age18_24,188051
2021-W04,HR,5255,Age25_49,193306
2021-W04,HR,3349,Age50_59,196655
2021-W04,HR,2656,Age60_69,199311
2021-W04,HR,1550,Age70_79,200861
2021-W04,HR,2776,Age80+,203637
2021-W04,HR,7983,HCW,211620
2021-W04,HR,0,LTCF,211620
2021-W04,HU,147256,ALL,611100
2021-W04,HU,5503,Age18_24,616603
2021-W04,HU,51600,Age25_49,668203
2021-W04,HU,32245,Age50_59,700448
2021-W04,HU,22840,Age60_69,723288
2021-W04,HU,14641,Age70_79,737929
2021-W04,HU,20145,Age80+,758074
2021-W04,HU,256,AgeUNK,758330
2021-W04,HU,69002,HCW,827332
2021-W04,HU,54117,LTCF,881449
2021-W04,IE,51693,ALL,492691
2021-W04,IE,3202,Age18_24,495893
2021-W04,IE,30215,Age25_49,526108
2021-W04,IE,10930,Age50_59,537038
2021-W04,IE,4962,Age60_69,542000
2021-W04,IE,1218,Age70_79,543218
2021-W04,IE,977,Age80+,544195
2021-W04,IE,181,AgeUNK,544376
2021-W04,IE,48734,HCW,593110
2021-W04,IE,2932,LTCF,596042
2021-W04,IS,277,ALL,43432
2021-W04,IS,2,Age18_24,43434
2021-W04,IS,63,Age25_49,43497
2021-W04,IS,26,Age50_59,43523
2021-W04,IS,19,Age60_69,43542
2021-W04,IS,50,Age70_79,43592
2021-W04,IS,117,Age80+,43709
2021-W04,IS,0,AgeUNK,43709
2021-W04,IS,11,HCW,43720
2021-W04,IS,21,LTCF,43741
2021-W04,IT,558500,ALL,4222252
2021-W04,IT,13012,Age18_24,4235264
2021-W04,IT,245661,Age25_49,4480925
2021-W04,IT,154179,Age50_59,4635104
2021-W04,IT,98523,Age60_69,4733627
2021-W04,IT,15177,Age70_79,4748804
2021-W04,IT,31908,Age80+,4780712
2021-W04,IT,426239,HCW,5206951
2021-W04,IT,78433,LTCF,5285384
2021-W04,LT,25117,ALL,159355
2021-W04,LT,1091,Age18_24,160446
2021-W04,LT,10703,Age25_49,171149
2021-W04,LT,6959,Age50_59,178108
2021-W04,LT,4756,Age60_69,182864
2021-W04,LT,786,Age70_79,183650
2021-W04,LT,798,Age80+,184448
2021-W04,LT,24,AgeUNK,184472
2021-W04,LU,4714,ALL,23416
2021-W04,LU,115,Age18_24,23531
2021-W04,LU,1241,Age25_49,24772
2021-W04,LU,545,Age50_59,25317
2021-W04,LU,230,Age60_69,25547
2021-W04,LU,270,Age70_79,25817
2021-W04,LU,942,Age80+,26759
2021-W04,LU,1605,HCW,28364
2021-W04,LU,1354,LTCF,29718
2021-W04,LV,4716,ALL,42838
2021-W04,LV,176,Age18_24,43014
2021-W04,LV,444,Age25_49,43458
2021-W04,LV,252,Age50_59,43710
2021-W04,LV,195,Age60_69,43905
2021-W04,LV,32,Age70_79,43937
2021-W04,LV,3,Age80+,43940
2021-W04,LV,0,AgeUNK,43940
2021-W04,LV,3614,HCW,47554
2021-W04,MT,7766,ALL,59367
2021-W04,MT,346,Age18_24,59713
2021-W04,MT,3274,Age25_49,62987
2021-W04,MT,1502,Age50_59,64489
2021-W04,MT,583,Age60_69,65072
2021-W04,MT,403,Age70_79,65475
2021-W04,MT,1658,Age80+,67133
2021-W04,MT,0,AgeUNK,67133
2021-W04,MT,2632,HCW,69765
2021-W04,MT,2490,LTCF,72255
2021-W04,NL,179743,ALL,343772
2021-W04,NO,45059,ALL,153320
2021-W04,NO,371,Age18_24,153691
2021-W04,NO,4853,Age25_49,158544
2021-W04,NO,2348,Age50_59,160892
2021-W04,NO,2419,Age60_69,163311
2021-W04,NO,4320,Age70_79,167631
2021-W04,NO,30814,Age80+,198445
2021-W04,PL,472341,ALL,2240344
2021-W04,PL,16143,Age18_24,2256487
2021-W04,PL,122782,Age25_49,2379269
2021-W04,PL,69296,Age50_59,2448565
2021-W04,PL,41931,Age60_69,2490496
2021-W04,PL,39365,Age70_79,2529861
2021-W04,PL,181632,Age80+,2711493
2021-W04,PL,1192,AgeUNK,2712685
2021-W04,PL,119601,HCW,2832286
2021-W04,PT,83116,ALL,643250
2021-W04,PT,2780,Age18_24,646030
2021-W04,PT,39827,Age25_49,685857
2021-W04,PT,16005,Age50_59,701862
2021-W04,PT,9332,Age60_69,711194
2021-W04,PT,4928,Age70_79,716122
2021-W04,PT,10227,Age80+,726349
2021-W04,RO,262479,1_Age60+,262479
2021-W04,RO,430505,1_Age<60,692984
2021-W04,RO,692984,ALL,1385968
2021-W04,RO,351107,HCW,1737075
2021-W04,RO,23621,LTCF,1760696
2021-W04,SE,88285,ALL,629857
2021-W04,SE,2214,Age18_24,632071
2021-W04,SE,19601,Age25_49,651672
2021-W04,SE,12551,Age50_59,664223
2021-W04,SE,10627,Age60_69,674850
2021-W04,SE,10492,Age70_79,685342
2021-W04,SE,32800,Age80+,718142
2021-W04,SE,19409,LTCF,737551
2021-W04,SI,17599,ALL,166559
2021-W04,SI,528,Age18_24,167087
2021-W04,SI,8648,Age25_49,175735
2021-W04,SI,4794,Age50_59,180529
2021-W04,SI,1923,Age60_69,182452
2021-W04,SI,755,Age70_79,183207
2021-W04,SI,936,Age80+,184143
2021-W04,SI,15,AgeUNK,184158
2021-W04,SI,11492,HCW,195650
2021-W04,SK,46596,ALL,150802
2021-W04,SK,15253,Age80+,166055
2021-W05,AT,38272,1_Age60+,807259
2021-W05,AT,55857,1_Age<60,863116
2021-W05,AT,94129,ALL,957245
2021-W05,AT,3540,Age18_24,960785
2021-W05,AT,31036,Age25_49,991821
2021-W05,AT,21116,Age50_59,1012937
2021-W05,AT,9293,Age60_69,1022230
2021-W05,AT,7945,Age70_79,1030175
2021-W05,AT,21034,Age80+,1051209
2021-W05,BE,79690,1_Age60+,1419424
2021-W05,BE,56283,1_Age<60,1475707
2021-W05,BE,135973,ALL,1611680
2021-W05,BE,4211,Age18_24,1615891
2021-W05,BE,33762,Age25_49,1649653
2021-W05,BE,18100,Age50_59,1667753
2021-W05,BE,11936,Age60_69,1679689
2021-W05,BE,12466,Age70_79,1692155
2021-W05,BE,55288,Age80+,1747443
2021-W05,BE,0,AgeUNK,1747443
2021-W05,BE,63732,HCW,1811175
2021-W05,BE,72241,LTCF,1883416
2021-W05,BG,15913,ALL,136029
2021-W05,BG,147,Age18_24,136176
2021-W05,BG,4764,Age25_49,140940
2021-W05,BG,4981,Age50_59,145921
2021-W05,BG,4116,Age60_69,150037
2021-W05,BG,1236,Age70_79,151273
2021-W05,BG,667,Age80+,151940
2021-W05,BG,2,AgeUNK,151942
2021-W05,BG,8251,HCW,160193
2021-W05,BG,1090,LTCF,161283
2021-W05,CY,7788,ALL,52890
2021-W05,CY,6108,Age80+,58998
2021-W05,CY,1376,HCW,60374
2021-W05,CY,304,LTCF,60678
2021-W05,CZ,37532,1_Age60+,1066836
2021-W05,CZ,44064,1_Age<60,1110900
2021-W05,CZ,81607,ALL,1192507
2021-W05,CZ,2032,Age18_24,1194539
2021-W05,CZ,28475,Age25_49,1223014
2021-W05,CZ,13539,Age50_59,1236553
2021-W05,CZ,8917,Age60_69,1245470
2021-W05,CZ,5391,Age70_79,1250861
2021-W05,CZ,23224,Age80+,1274085
2021-W05,CZ,11,AgeUNK,1274096
2021-W05,CZ,41041,HCW,1315137
2021-W05,CZ,11693,LTCF,1326830
2021-W05,DE,827394,ALL,3349426
2021-W05,DK,62794,ALL,669616
2021-W05,DK,1407,Age18_24,671023
2021-W05,DK,15773,Age25_49,686796
2021-W05,DK,9021,Age50_59,695817
2021-W05,DK,8652,Age60_69,704469
2021-W05,DK,9164,Age70_79,713633
2021-W05,DK,18777,Age80+,732410
2021-W05,DK,160151,HCW,892561
2021-W05,DK,9213,LTCF,901774
2021-W05,EE,14754,ALL,74740
2021-W05,EE,602,Age18_24,75342
2021-W05,EE,4689,Age25_49,80031
2021-W05,EE,2985,Age50_59,83016
2021-W05,EE,2904,Age60_69,85920
2021-W05,EE,1448,Age70_79,87368
2021-W05,EE,2121,Age80+,89489
2021-W05,EE,5,AgeUNK,89494
2021-W05,EE,9540,HCW,99034
2021-W05,EE,1709,LTCF,100743
2021-W05,EL,81536,1_Age60+,1026070
2021-W05,EL,44338,1_Age<60,1070408
2021-W05,EL,125880,ALL,1196288
2021-W05,EL,827,Age18_24,1197115
2021-W05,EL,27764,Age25_49,1224879
2021-W05,EL,15747,Age50_59,1240626
2021-W05,EL,6288,Age60_69,1246914
2021-W05,EL,2001,Age70_79,1248915
2021-W05,EL,73247,Age80+,1322162
2021-W05,EL,6,AgeUNK,1322168
2021-W05,EL,39604,HCW,1361772
2021-W05,ES,142357,1_Age60+,5024796
2021-W05,ES,372273,1_Age<60,5397069
2021-W05,ES,514630,ALL,5911699
2021-W05,ES,0,AgeUNK,5911699
2021-W05,ES,398779,HCW,6310478
2021-W05,ES,104057,LTCF,6414535
2021-W05,FI,55139,ALL,396357
2021-W05,FI,1650,Age18_24,398007
2021-W05,FI,18280,Age25_49,416287
2021-W05,FI,9147,Age50_59,425434
2021-W05,FI,5279,Age60_69,430713
2021-W05,FI,3504,Age70_79,434217
2021-W05,FI,17279,Age80+,451496
2021-W05,FI,0,AgeUNK,451496
2021-W05,FR,593546,ALL,4846982
2021-W05,FR,2974,Age18_24,4849956
2021-W05,FR,59798,Age25_49,4909754
2021-W05,FR,101096,Age50_59,5010850
2021-W05,FR,65417,Age60_69,5076267
2021-W05,FR,144906,Age70_79,5221173
2021-W05,FR,221369,Age80+,5442542
2021-W05,FR,127,AgeUNK,5442669
2021-W05,FR,180123,HCW,5622792
2021-W05,FR,120334,LTCF,5743126
2021-W05,HR,16343,ALL,227963
2021-W05,HR,243,Age18_24,228206
2021-W05,HR,5235,Age25_49,233441
2021-W05,HR,3603,Age50_59,237044
2021-W05,HR,2999,Age60_69,240043
2021-W05,HR,1884,Age70_79,241927
2021-W05,HR,2377,Age80+,244304
2021-W05,HR,7247,HCW,251551
2021-W05,HR,0,LTCF,251551
2021-W05,HU,94308,ALL,975757
2021-W05,HU,4385,Age18_24,980142
2021-W05,HU,26652,Age25_49,1006794
2021-W05,HU,14449,Age50_59,1021243
2021-W05,HU,8925,Age60_69,1030168
2021-W05,HU,3869,Age70_79,1034037
2021-W05,HU,35814,Age80+,1069851
2021-W05,HU,255,AgeUNK,1070106
