Country,Response_measure,date_start,date_end
Slovenia,PrivateGatheringRestrictions,10/20/2020,NA
Slovenia,RestaurantsCafes,3/15/2020,5/3/2020
Slovenia,RestaurantsCafesPartial,5/4/2020,5/18/2020
Slovenia,StayHomeOrder,3/19/2020,5/4/2020
Slovenia,StayHomeOrderPartial,10/20/2020,NA
Slovenia,Teleworking,3/4/2020,NA
Slovenia,WorkplaceClosures,3/15/2020,5/4/2020
Spain,AdaptationOfWorkplace,4/11/2020,NA
Spain,BanOnAllEvents,3/14/2020,6/1/2020
Spain,BanOnAllEvents,10/25/2020,NA
Spain,BanOnAllEventsPartial,10/1/2020,10/24/2020
Spain,ClosDaycare,3/12/2020,8/27/2020
Spain,ClosHigh,3/12/2020,8/27/2020
Spain,ClosPrim,3/12/2020,8/27/2020
Spain,ClosPubAny,3/14/2020,5/3/2020
Spain,ClosPubAny,10/1/2020,10/24/2020
Spain,ClosPubAnyPartial,5/4/2020,9/30/2020
Spain,ClosPubAnyPartial,10/25/2020,NA
Spain,ClosSec,3/12/2020,8/27/2020
Spain,EntertainmentVenues,3/14/2020,5/10/2020
Spain,EntertainmentVenues,8/14/2020,NA
Spain,EntertainmentVenuesPartial,5/11/2020,6/20/2020
Spain,GymsSportsCentres,3/14/2020,6/20/2020
Spain,HotelsOtherAccommodation,3/14/2020,5/31/2020
Spain,HotelsOtherAccommodationPartial,6/1/2020,6/20/2020
Spain,IndoorOver100,6/2/2020,6/21/2020
Spain,MasksMandatoryAllSpaces,8/4/2020,NA
Spain,MasksMandatoryAllSpacesPartial,5/21/2020,8/3/2020
Spain,MasksMandatoryClosedSpaces,5/4/2020,5/21/2020
Spain,MasksVoluntaryClosedSpaces,3/13/2020,5/3/2020
Spain,MassGather50,3/14/2020,6/1/2020
Spain,MassGather50,10/25/2020,NA
Spain,MassGather50Partial,10/1/2020,10/24/2020
Spain,MassGatherAll,3/14/2020,6/21/2020
Spain,MassGatherAll,10/25/2020,NA
Spain,MassGatherAllPartial,10/1/2020,10/24/2020
Spain,OutdoorOver1000,6/2/2020,6/21/2020
Spain,PlaceOfWorshipPartial,10/25/2020,NA
Spain,PrivateGatheringRestrictions,10/25/2020,NA
Spain,RestaurantsCafes,3/14/2020,5/3/2020
Spain,RestaurantsCafesPartial,5/4/2020,9/30/2020
Spain,SocialCircle,8/27/2020,NA
Spain,StayHomeGen,3/9/2020,3/13/2020
Spain,StayHomeOrder,3/14/2020,5/3/2020
Spain,StayHomeOrderPartial,5/4/2020,5/11/2020
Spain,StayHomeOrderPartial,10/25/2020,NA
Spain,StayHomeRiskG,3/12/2020,NA
Spain,Teleworking,3/9/2020,4/12/2020
Spain,TeleworkingPartial,4/13/2020,NA
Sweden,AdaptationOfWorkplace,7/8/2020,NA
Sweden,AdaptationOfWorkplacePartial,3/25/2020,7/7/2020
Sweden,BanOnAllEvents,6/14/2020,NA
Sweden,ClosHigh,3/18/2020,6/15/2020
Sweden,ClosPubAnyPartial,7/1/2020,NA
Sweden,ClosSec,3/18/2020,6/15/2020
Sweden,ClosSec,12/7/2020,NA
Sweden,ClosSecPartial,11/23/2020,12/6/2020
Sweden,IndoorOver50,3/28/2020,6/13/2020
Sweden,IndoorOver500,3/12/2020,3/27/2020
Sweden,MasksVoluntaryClosedSpacesPartial,1/7/2021,NA
Sweden,MassGather50,3/28/2020,NA
Sweden,MassGatherAll,3/12/2020,NA
Sweden,OutdoorOver50,3/29/2020,6/13/2020
Sweden,PrivateGatheringRestrictions,11/30/2020,NA
Sweden,RestaurantsCafesPartial,7/1/2020,NA
Sweden,StayHomeRiskG,4/1/2020,10/22/2020
Sweden,Teleworking,3/16/2020,NA
Switzerland,AdaptationOfWorkplace,1/18/2021,NA
Switzerland,BanOnAllEvents,3/20/2020,6/5/2020
Switzerland,BanOnAllEvents,1/18/2021,NA
Switzerland,ClosHigh,3/16/2020,5/11/2020
Switzerland,ClosHigh,11/2/2020,NA
Switzerland,ClosPrim,3/16/2020,5/11/2020
Switzerland,ClosPubAny,3/16/2020,5/10/2020
Switzerland,ClosPubAny,1/18/2021,2/28/2021
Switzerland,ClosPubAnyPartial,5/11/2020,6/6/2020
Switzerland,ClosPubAnyPartial,10/29/2020,1/17/2021
Switzerland,ClosPubAnyPartial,3/1/2021,NA
Switzerland,ClosSec,3/16/2020,5/11/2020
Switzerland,EntertainmentVenues,12/22/2020,2/28/2021
Switzerland,EntertainmentVenuesPartial,10/29/2020,12/21/2020
Switzerland,EntertainmentVenuesPartial,3/1/2021,NA
Switzerland,GymsSportsCentres,3/16/2020,5/10/2020
Switzerland,GymsSportsCentres,12/22/2020,NA
Switzerland,GymsSportsCentresPartial,5/11/2020,6/6/2020
Switzerland,IndoorOver100,3/13/2020,3/19/2020
Switzerland,IndoorOver100,6/6/2020,6/22/2020
Switzerland,IndoorOver1000,3/2/2020,3/12/2020
Switzerland,IndoorOver1000,6/23/2020,10/1/2020
Switzerland,IndoorOver50,10/29/2020,1/17/2021
Switzerland,MasksMandatoryAllSpaces,7/6/2020,NA
Switzerland,MasksVoluntaryClosedSpaces,3/16/2020,7/5/2020
Switzerland,MassGather50,3/20/2020,6/5/2020
Switzerland,MassGather50,10/29/2020,NA
Switzerland,MassGatherAll,2/28/2020,10/1/2020
Switzerland,MassGatherAll,10/29/2020,NA
Switzerland,NonEssentialShops,3/20/2020,5/11/2020
Switzerland,NonEssentialShops,1/18/2021,3/1/2021
Switzerland,NonEssentialShopsPartial,12/11/2020,1/17/2021
Switzerland,OutdoorOver100,3/13/2020,3/19/2020
Switzerland,OutdoorOver100,6/6/2020,6/22/2020
Switzerland,OutdoorOver1000,2/28/2020,3/12/2020
Switzerland,OutdoorOver1000,7/7/2020,10/1/2020
Switzerland,OutdoorOver500,6/23/2020,7/6/2020
Switzerland,PrivateGatheringRestrictions,3/20/2020,6/5/2020
Switzerland,PrivateGatheringRestrictions,10/19/2020,NA
Switzerland,RestaurantsCafes,3/16/2020,6/6/2020
Switzerland,RestaurantsCafes,12/22/2020,NA
Switzerland,RestaurantsCafesPartial,10/29/2020,12/21/2020
Switzerland,StayHomeGen,12/22/2020,1/22/2021
Switzerland,StayHomeRiskG,3/16/2020,NA
Switzerland,Teleworking,3/16/2020,1/17/2021
Switzerland,TeleworkingPartial,1/18/2021,NA
United Kingdom,BanOnAllEvents,9/14/2020,12/1/2020
United Kingdom,ClosDaycare,3/23/2020,5/31/2020
United Kingdom,ClosDaycarePartial,6/1/2020,9/1/2020
United Kingdom,ClosPrim,3/23/2020,5/31/2020
United Kingdom,ClosPrimPartial,6/1/2020,9/1/2020
United Kingdom,ClosPubAny,3/16/2020,5/9/2020
United Kingdom,ClosPubAnyPartial,5/10/2020,8/7/2020
United Kingdom,ClosPubAnyPartial,9/24/2020,12/1/2020
United Kingdom,ClosSec,3/23/2020,6/14/2020
United Kingdom,ClosSecPartial,6/15/2020,9/1/2020
United Kingdom,EntertainmentVenues,3/16/2020,7/2/2020
United Kingdom,EntertainmentVenues,11/5/2020,12/1/2020
United Kingdom,EntertainmentVenuesPartial,7/3/2020,8/7/2020
United Kingdom,GymsSportsCentres,3/20/2020,5/12/2020
United Kingdom,GymsSportsCentres,11/5/2020,12/1/2020
United Kingdom,GymsSportsCentresPartial,5/13/2020,7/9/2020
United Kingdom,HotelsOtherAccommodation,3/24/2020,7/2/2020
United Kingdom,HotelsOtherAccommodationPartial,11/5/2020,12/1/2020
United Kingdom,IndoorOver50,7/4/2020,9/13/2020
United Kingdom,MasksMandatoryClosedSpaces,7/27/2020,NA
United Kingdom,MasksVoluntaryClosedSpaces,6/9/2020,7/26/2020
United Kingdom,MassGather50,5/28/2020,12/1/2020
United Kingdom,MassGatherAll,5/28/2020,12/1/2020
United Kingdom,NonEssentialShops,3/23/2020,5/9/2020
United Kingdom,NonEssentialShops,11/5/2020,12/1/2020
United Kingdom,NonEssentialShopsPartial,5/10/2020,6/12/2020
United Kingdom,OutdoorOver50,5/28/2020,9/13/2020
United Kingdom,PlaceOfWorship,3/24/2020,5/18/2020
United Kingdom,PrivateGatheringRestrictions,3/24/2020,7/3/2020
United Kingdom,PrivateGatheringRestrictions,9/9/2020,12/1/2020
United Kingdom,RegionalStayHomeOrder,10/23/2020,11/8/2020
United Kingdom,RegionalStayHomeOrder,12/20/2020,NA
United Kingdom,RestaurantsCafes,3/16/2020,7/2/2020
United Kingdom,RestaurantsCafes,11/5/2020,12/1/2020
United Kingdom,RestaurantsCafesPartial,9/24/2020,11/4/2020
United Kingdom,SocialCircle,9/9/2020,12/1/2020
United Kingdom,StayHomeGen,3/16/2020,3/23/2020
United Kingdom,StayHomeOrder,3/24/2020,5/9/2020
United Kingdom,StayHomeOrder,11/5/2020,12/1/2020
United Kingdom,StayHomeOrderPartial,5/10/2020,7/4/2020
United Kingdom,StayHomeRiskG,3/16/2020,7/5/2020
United Kingdom,StayHomeRiskG,11/5/2020,12/1/2020
United Kingdom,StayHomeRiskGPartial,7/6/2020,8/1/2020
United Kingdom,Teleworking,3/16/2020,5/9/2020
