year_week,country_code,age_group,new_cases
2020-44,EL,80+yr,326
2020-45,EL,80+yr,634
2020-46,EL,80+yr,907
2020-47,EL,80+yr,1224
2020-48,EL,80+yr,1082
2020-49,EL,80+yr,902
2020-50,EL,80+yr,684
2020-51,EL,80+yr,497
2020-52,EL,80+yr,346
2020-53,EL,80+yr,305
2021-01,EL,80+yr,318
2021-02,EL,80+yr,233
2021-03,EL,80+yr,212
2021-04,EL,80+yr,332
2021-05,EL,80+yr,384
2021-06,EL,80+yr,373
2021-07,EL,80+yr,475
2021-08,EL,80+yr,522
2021-09,EL,80+yr,628
2021-10,EL,80+yr,721
2021-11,EL,80+yr,699
2021-12,EL,80+yr,675
2021-13,EL,80+yr,916
2020-10,HU,15-24yr,1
2020-11,HU,15-24yr,8
2020-12,HU,15-24yr,8
2020-13,HU,15-24yr,15
2020-14,HU,15-24yr,10
2020-15,HU,15-24yr,17
2020-16,HU,15-24yr,12
2020-17,HU,15-24yr,18
2020-18,HU,15-24yr,13
2020-19,HU,15-24yr,5
2020-20,HU,15-24yr,8
2020-21,HU,15-24yr,10
2020-22,HU,15-24yr,5
2020-23,HU,15-24yr,6
2020-24,HU,15-24yr,2
2020-25,HU,15-24yr,2
2020-26,HU,15-24yr,2
2020-27,HU,15-24yr,14
2020-28,HU,15-24yr,9
2020-29,HU,15-24yr,12
2020-30,HU,15-24yr,11
2020-31,HU,15-24yr,11
2020-32,HU,15-24yr,34
2020-33,HU,15-24yr,45
2020-34,HU,15-24yr,65
2020-35,HU,15-24yr,350
2020-36,HU,15-24yr,1017
2020-37,HU,15-24yr,1383
2020-38,HU,15-24yr,1616
2020-39,HU,15-24yr,1307
2020-40,HU,15-24yr,1181
2020-41,HU,15-24yr,946
2020-42,HU,15-24yr,1097
2020-43,HU,15-24yr,1631
2020-44,HU,15-24yr,2162
2020-45,HU,15-24yr,3423
2020-46,HU,15-24yr,3366
2020-47,HU,15-24yr,2414
2020-48,HU,15-24yr,2597
2020-49,HU,15-24yr,2225
2020-50,HU,15-24yr,1711
2020-51,HU,15-24yr,1142
2020-52,HU,15-24yr,635
2020-53,HU,15-24yr,686
2021-01,HU,15-24yr,1038
2021-02,HU,15-24yr,564
2021-03,HU,15-24yr,485
2021-04,HU,15-24yr,553
2021-05,HU,15-24yr,535
2021-06,HU,15-24yr,753
2021-07,HU,15-24yr,1122
2021-08,HU,15-24yr,2082
2021-09,HU,15-24yr,2635
2021-10,HU,15-24yr,4398
2021-11,HU,15-24yr,4675
2021-12,HU,15-24yr,5451
2021-13,HU,15-24yr,4367
2020-10,HU,25-49yr,4
2020-11,HU,25-49yr,12
2020-12,HU,25-49yr,68
2020-13,HU,25-49yr,107
2020-14,HU,25-49yr,88
2020-15,HU,25-49yr,150
2020-16,HU,25-49yr,120
2020-17,HU,25-49yr,120
2020-18,HU,25-49yr,114
2020-19,HU,25-49yr,89
2020-20,HU,25-49yr,93
2020-21,HU,25-49yr,53
2020-22,HU,25-49yr,34
2020-23,HU,25-49yr,43
2020-24,HU,25-49yr,23
2020-25,HU,25-49yr,13
2020-26,HU,25-49yr,14
2020-27,HU,25-49yr,11
2020-28,HU,25-49yr,24
2020-29,HU,25-49yr,40
2020-30,HU,25-49yr,67
2020-31,HU,25-49yr,33
2020-32,HU,25-49yr,85
2020-33,HU,25-49yr,99
2020-34,HU,25-49yr,132
2020-35,HU,25-49yr,424
2020-36,HU,25-49yr,1270
2020-37,HU,25-49yr,1756
2020-38,HU,25-49yr,2496
2020-39,HU,25-49yr,2613
2020-40,HU,25-49yr,3127
2020-41,HU,25-49yr,3216
2020-42,HU,25-49yr,4034
2020-43,HU,25-49yr,6217
2020-44,HU,25-49yr,10060
2020-45,HU,25-49yr,15832
2020-46,HU,25-49yr,15442
2020-47,HU,25-49yr,14152
2020-48,HU,25-49yr,17572
2020-49,HU,25-49yr,16339
2020-50,HU,25-49yr,12967
2020-51,HU,25-49yr,8742
2020-52,HU,25-49yr,4651
2020-53,HU,25-49yr,5019
2021-01,HU,25-49yr,6135
2021-02,HU,25-49yr,3460
2021-03,HU,25-49yr,3026
2021-04,HU,25-49yr,3348
2021-05,HU,25-49yr,3712
2021-06,HU,25-49yr,4841
2021-07,HU,25-49yr,7610
2021-08,HU,25-49yr,12830
2021-09,HU,25-49yr,16934
2021-10,HU,25-49yr,26913
2021-11,HU,25-49yr,26918
2021-12,HU,25-49yr,27907
2021-13,HU,25-49yr,22097
2020-10,HU,80+yr,0
2020-11,HU,80+yr,1
2020-12,HU,80+yr,5
2020-13,HU,80+yr,17
2020-14,HU,80+yr,44
2020-15,HU,80+yr,186
2020-16,HU,80+yr,139
2020-17,HU,80+yr,164
2020-18,HU,80+yr,91
2020-19,HU,80+yr,43
2020-20,HU,80+yr,41
2020-21,HU,80+yr,31
2020-22,HU,80+yr,22
2020-23,HU,80+yr,21
2020-24,HU,80+yr,5
2020-25,HU,80+yr,5
2020-26,HU,80+yr,4
2020-27,HU,80+yr,0
2020-28,HU,80+yr,0
2020-29,HU,80+yr,2
2020-30,HU,80+yr,2
2020-31,HU,80+yr,3
2020-32,HU,80+yr,8
2020-33,HU,80+yr,4
2020-34,HU,80+yr,6
2020-35,HU,80+yr,19
2020-36,HU,80+yr,46
2020-37,HU,80+yr,81
2020-38,HU,80+yr,98
2020-39,HU,80+yr,133
2020-40,HU,80+yr,233
2020-41,HU,80+yr,448
2020-42,HU,80+yr,451
2020-43,HU,80+yr,807
2020-44,HU,80+yr,1345
2020-45,HU,80+yr,1593
2020-46,HU,80+yr,1646
2020-47,HU,80+yr,1912
2020-48,HU,80+yr,2529
2020-49,HU,80+yr,2754
2020-50,HU,80+yr,2175
2020-51,HU,80+yr,1893
2020-52,HU,80+yr,1036
2020-53,HU,80+yr,1081
2021-01,HU,80+yr,1336
2021-02,HU,80+yr,980
2021-03,HU,80+yr,677
2021-04,HU,80+yr,625
2021-05,HU,80+yr,712
2021-06,HU,80+yr,744
2021-07,HU,80+yr,797
2021-08,HU,80+yr,861
2021-09,HU,80+yr,1100
2021-10,HU,80+yr,1417
2021-11,HU,80+yr,1596
2021-12,HU,80+yr,1807
2021-13,HU,80+yr,1579
2020-06,IS,15-24yr,1
2020-09,IS,15-24yr,0
2020-10,IS,15-24yr,1
2020-11,IS,15-24yr,17
2020-12,IS,15-24yr,56
2020-13,IS,15-24yr,78
2020-14,IS,15-24yr,89
2020-15,IS,15-24yr,26
2020-16,IS,15-24yr,6
2020-17,IS,15-24yr,1
2020-18,IS,15-24yr,1
2020-19,IS,15-24yr,1
2020-20,IS,15-24yr,0
2020-21,IS,15-24yr,0
2020-22,IS,15-24yr,1
2020-23,IS,15-24yr,0
2020-24,IS,15-24yr,2
2020-25,IS,15-24yr,0
2020-26,IS,15-24yr,2
2020-27,IS,15-24yr,2
2020-28,IS,15-24yr,0
2020-29,IS,15-24yr,3
2020-30,IS,15-24yr,4
2020-31,IS,15-24yr,11
2020-32,IS,15-24yr,14
2020-33,IS,15-24yr,19
2020-34,IS,15-24yr,10
2020-35,IS,15-24yr,8
2020-36,IS,15-24yr,3
2020-37,IS,15-24yr,7
2020-38,IS,15-24yr,34
2020-39,IS,15-24yr,56
2020-40,IS,15-24yr,66
2020-41,IS,15-24yr,126
2020-42,IS,15-24yr,94
2020-43,IS,15-24yr,59
2020-44,IS,15-24yr,66
2020-45,IS,15-24yr,26
2020-46,IS,15-24yr,14
2020-47,IS,15-24yr,4
2020-48,IS,15-24yr,14
2020-49,IS,15-24yr,17
2020-50,IS,15-24yr,15
2020-51,IS,15-24yr,27
2020-52,IS,15-24yr,22
2020-53,IS,15-24yr,20
2021-01,IS,15-24yr,17
2021-02,IS,15-24yr,14
2021-03,IS,15-24yr,2
2021-04,IS,15-24yr,2
2021-05,IS,15-24yr,1
2021-06,IS,15-24yr,1
2021-07,IS,15-24yr,2
2021-08,IS,15-24yr,1
2021-09,IS,15-24yr,0
2021-10,IS,15-24yr,3
2021-11,IS,15-24yr,5
2021-12,IS,15-24yr,2
2021-13,IS,15-24yr,6
2020-06,IS,25-49yr,11
2020-09,IS,25-49yr,2
2020-10,IS,25-49yr,17
2020-11,IS,25-49yr,64
2020-12,IS,25-49yr,243
2020-13,IS,25-49yr,217
2020-14,IS,25-49yr,174
2020-15,IS,25-49yr,51
2020-16,IS,25-49yr,25
2020-17,IS,25-49yr,9
2020-18,IS,25-49yr,2
2020-19,IS,25-49yr,1
2020-20,IS,25-49yr,0
2020-21,IS,25-49yr,1
2020-22,IS,25-49yr,1
2020-23,IS,25-49yr,0
2020-24,IS,25-49yr,0
2020-25,IS,25-49yr,5
2020-26,IS,25-49yr,4
2020-27,IS,25-49yr,5
2020-28,IS,25-49yr,3
2020-29,IS,25-49yr,3
2020-30,IS,25-49yr,11
2020-31,IS,25-49yr,32
2020-32,IS,25-49yr,29
2020-33,IS,25-49yr,22
2020-34,IS,25-49yr,26
2020-35,IS,25-49yr,20
2020-36,IS,25-49yr,16
2020-37,IS,25-49yr,10
2020-38,IS,25-49yr,131
2020-39,IS,25-49yr,117
2020-40,IS,25-49yr,163
2020-41,IS,25-49yr,260
2020-42,IS,25-49yr,230
2020-43,IS,25-49yr,163
2020-44,IS,25-49yr,139
2020-45,IS,25-49yr,168
2020-46,IS,25-49yr,44
2020-47,IS,25-49yr,45
2020-48,IS,25-49yr,36
2020-49,IS,25-49yr,49
2020-50,IS,25-49yr,34
2020-51,IS,25-49yr,33
2020-52,IS,25-49yr,40
2020-53,IS,25-49yr,41
2021-01,IS,25-49yr,57
2021-02,IS,25-49yr,37
2021-03,IS,25-49yr,10
2021-04,IS,25-49yr,11
2021-05,IS,25-49yr,7
2021-06,IS,25-49yr,11
2021-07,IS,25-49yr,7
2021-08,IS,25-49yr,4
2021-09,IS,25-49yr,9
2021-10,IS,25-49yr,10
2021-11,IS,25-49yr,27
2021-12,IS,25-49yr,29
2021-13,IS,25-49yr,29
2020-06,IS,80+yr,0
2020-09,IS,80+yr,0
2020-10,IS,80+yr,0
2020-11,IS,80+yr,0
2020-12,IS,80+yr,2
2020-13,IS,80+yr,12
2020-14,IS,80+yr,4
2020-15,IS,80+yr,4
2020-16,IS,80+yr,2
2020-17,IS,80+yr,0
2020-18,IS,80+yr,0
2020-19,IS,80+yr,0
2020-20,IS,80+yr,0
2020-21,IS,80+yr,0
2020-22,IS,80+yr,0
2020-23,IS,80+yr,0
2020-24,IS,80+yr,0
2020-25,IS,80+yr,0
2020-26,IS,80+yr,0
2020-27,IS,80+yr,0
2020-28,IS,80+yr,0
2020-29,IS,80+yr,0
2020-30,IS,80+yr,0
2020-31,IS,80+yr,0
2020-32,IS,80+yr,1
2020-33,IS,80+yr,0
2020-34,IS,80+yr,1
2020-35,IS,80+yr,1
2020-36,IS,80+yr,1
2020-37,IS,80+yr,0
2020-38,IS,80+yr,2
2020-39,IS,80+yr,3
2020-40,IS,80+yr,6
2020-41,IS,80+yr,9
2020-42,IS,80+yr,3
2020-43,IS,80+yr,43
2020-44,IS,80+yr,20
2020-45,IS,80+yr,3
2020-46,IS,80+yr,0
2020-47,IS,80+yr,0
2020-48,IS,80+yr,3
2020-49,IS,80+yr,1
2020-50,IS,80+yr,0
2020-51,IS,80+yr,0
2020-52,IS,80+yr,0
2020-53,IS,80+yr,0
2021-01,IS,80+yr,0
2021-02,IS,80+yr,0
2021-03,IS,80+yr,0
2021-04,IS,80+yr,0
2021-05,IS,80+yr,0
2021-06,IS,80+yr,0
2021-07,IS,80+yr,0
2021-08,IS,80+yr,0
2021-09,IS,80+yr,0
2021-10,IS,80+yr,0
2021-11,IS,80+yr,0
2021-12,IS,80+yr,0
2021-13,IS,80+yr,0
2020-10,IE,15-24yr,0
2020-11,IE,15-24yr,19
2020-12,IE,15-24yr,55
2020-13,IE,15-24yr,101
2020-14,IE,15-24yr,166
2020-15,IE,15-24yr,323
2020-16,IE,15-24yr,335
2020-17,IE,15-24yr,259
2020-18,IE,15-24yr,216
2020-19,IE,15-24yr,143
2020-20,IE,15-24yr,123
2020-21,IE,15-24yr,58
2020-22,IE,15-24yr,40
2020-23,IE,15-24yr,21
2020-24,IE,15-24yr,16
2020-25,IE,15-24yr,10
2020-26,IE,15-24yr,10
2020-27,IE,15-24yr,7
2020-28,IE,15-24yr,40
2020-29,IE,15-24yr,18
2020-30,IE,15-24yr,17
2020-31,IE,15-24yr,60
2020-32,IE,15-24yr,89
2020-33,IE,15-24yr,116
2020-34,IE,15-24yr,201
2020-35,IE,15-24yr,161
2020-36,IE,15-24yr,214
2020-37,IE,15-24yr,293
2020-38,IE,15-24yr,432
2020-39,IE,15-24yr,583
2020-40,IE,15-24yr,785
2020-41,IE,15-24yr,1323
2020-42,IE,15-24yr,2079
2020-43,IE,15-24yr,1636
2020-44,IE,15-24yr,921
2020-45,IE,15-24yr,477
2020-46,IE,15-24yr,499
2020-47,IE,15-24yr,491
2020-48,IE,15-24yr,341
2020-49,IE,15-24yr,286
2020-50,IE,15-24yr,310
2020-51,IE,15-24yr,599
2020-52,IE,15-24yr,1312
2020-53,IE,15-24yr,4385
2021-01,IE,15-24yr,8445
2021-02,IE,15-24yr,3255
2021-03,IE,15-24yr,1909
2021-04,IE,15-24yr,1246
2021-05,IE,15-24yr,1119
2021-06,IE,15-24yr,1151
2021-07,IE,15-24yr,1151
2021-08,IE,15-24yr,916
2021-09,IE,15-24yr,622
2021-10,IE,15-24yr,748
2021-11,IE,15-24yr,518
2021-12,IE,15-24yr,586
2021-13,IE,15-24yr,534
2020-10,IE,25-49yr,10
2020-11,IE,25-49yr,68
2020-12,IE,25-49yr,385
2020-13,IE,25-49yr,753
2020-14,IE,25-49yr,1291
2020-15,IE,25-49yr,2197
2020-16,IE,25-49yr,2143
2020-17,IE,25-49yr,1367
2020-18,IE,25-49yr,1013
2020-19,IE,25-49yr,684
2020-20,IE,25-49yr,647
2020-21,IE,25-49yr,207
2020-22,IE,25-49yr,185
2020-23,IE,25-49yr,71
2020-24,IE,25-49yr,49
2020-25,IE,25-49yr,39
2020-26,IE,25-49yr,38
2020-27,IE,25-49yr,36
2020-28,IE,25-49yr,61
2020-29,IE,25-49yr,71
2020-30,IE,25-49yr,69
2020-31,IE,25-49yr,157
2020-32,IE,25-49yr,312
2020-33,IE,25-49yr,235
2020-34,IE,25-49yr,346
2020-35,IE,25-49yr,309
2020-36,IE,25-49yr,388
2020-37,IE,25-49yr,568
2020-38,IE,25-49yr,745
2020-39,IE,25-49yr,874
2020-40,IE,25-49yr,1286
2020-41,IE,25-49yr,1773
2020-42,IE,25-49yr,2822
2020-43,IE,25-49yr,2422
2020-44,IE,25-49yr,1730
2020-45,IE,25-49yr,1183
2020-46,IE,25-49yr,1080
2020-47,IE,25-49yr,891
2020-48,IE,25-49yr,708
2020-49,IE,25-49yr,729
2020-50,IE,25-49yr,815
2020-51,IE,25-49yr,1593
2020-52,IE,25-49yr,2797
2020-53,IE,25-49yr,8927
2021-01,IE,25-49yr,19120
2021-02,IE,25-49yr,9400
2021-03,IE,25-49yr,6127
2021-04,IE,25-49yr,3545
2021-05,IE,25-49yr,2753
2021-06,IE,25-49yr,2350
2021-07,IE,25-49yr,2027
2021-08,IE,25-49yr,1773
2021-09,IE,25-49yr,1320
2021-10,IE,25-49yr,1430
2021-11,IE,25-49yr,1530
2021-12,IE,25-49yr,1636
2021-13,IE,25-49yr,1403
2020-10,IE,80+yr,0
2020-11,IE,80+yr,5
2020-12,IE,80+yr,66
2020-13,IE,80+yr,146
2020-14,IE,80+yr,364
2020-15,IE,80+yr,498
2020-16,IE,80+yr,736
2020-17,IE,80+yr,1073
2020-18,IE,80+yr,358
2020-19,IE,80+yr,167
2020-20,IE,80+yr,61
2020-21,IE,80+yr,53
2020-22,IE,80+yr,60
2020-23,IE,80+yr,13
2020-24,IE,80+yr,17
2020-25,IE,80+yr,10
2020-26,IE,80+yr,12
2020-27,IE,80+yr,2
2020-28,IE,80+yr,1
2020-29,IE,80+yr,5
2020-30,IE,80+yr,3
2020-31,IE,80+yr,5
2020-32,IE,80+yr,3
2020-33,IE,80+yr,10
2020-34,IE,80+yr,7
2020-35,IE,80+yr,14
2020-36,IE,80+yr,45
2020-37,IE,80+yr,35
2020-38,IE,80+yr,38
2020-39,IE,80+yr,59
2020-40,IE,80+yr,76
2020-41,IE,80+yr,142
2020-42,IE,80+yr,151
2020-43,IE,80+yr,218
2020-44,IE,80+yr,161
2020-45,IE,80+yr,150
2020-46,IE,80+yr,165
2020-47,IE,80+yr,96
2020-48,IE,80+yr,100
2020-49,IE,80+yr,125
2020-50,IE,80+yr,81
2020-51,IE,80+yr,144
2020-52,IE,80+yr,202
2020-53,IE,80+yr,552
2021-01,IE,80+yr,1418
2021-02,IE,80+yr,1487
2021-03,IE,80+yr,1073
2021-04,IE,80+yr,739
2021-05,IE,80+yr,474
2021-06,IE,80+yr,231
2021-07,IE,80+yr,223
2021-08,IE,80+yr,182
2021-09,IE,80+yr,81
2021-10,IE,80+yr,66
2021-11,IE,80+yr,93
2021-12,IE,80+yr,67
2021-13,IE,80+yr,63
2020-05,IT,15-24yr,0
2020-06,IT,15-24yr,0
2020-08,IT,15-24yr,4
2020-09,IT,15-24yr,59
2020-10,IT,15-24yr,151
2020-11,IT,15-24yr,336
2020-12,IT,15-24yr,636
2020-13,IT,15-24yr,896
2020-14,IT,15-24yr,976
2020-15,IT,15-24yr,927
2020-16,IT,15-24yr,676
2020-17,IT,15-24yr,676
2020-18,IT,15-24yr,495
2020-19,IT,15-24yr,457
2020-20,IT,15-24yr,285
2020-21,IT,15-24yr,219
2020-22,IT,15-24yr,192
2020-23,IT,15-24yr,130
2020-24,IT,15-24yr,156
2020-25,IT,15-24yr,156
2020-26,IT,15-24yr,138
2020-27,IT,15-24yr,172
2020-28,IT,15-24yr,169
2020-29,IT,15-24yr,203
2020-30,IT,15-24yr,209
2020-31,IT,15-24yr,372
2020-32,IT,15-24yr,714
2020-33,IT,15-24yr,1145
2020-34,IT,15-24yr,2302
2020-35,IT,15-24yr,2435
2020-36,IT,15-24yr,1559
2020-37,IT,15-24yr,1427
2020-38,IT,15-24yr,1383
2020-39,IT,15-24yr,1655
2020-40,IT,15-24yr,2544
2020-41,IT,15-24yr,5439
2020-42,IT,15-24yr,11189
2020-43,IT,15-24yr,20326
2020-44,IT,15-24yr,25621
2020-45,IT,15-24yr,26551
2020-46,IT,15-24yr,23679
2020-47,IT,15-24yr,19629
2020-48,IT,15-24yr,14853
2020-49,IT,15-24yr,11903
2020-50,IT,15-24yr,9909
2020-51,IT,15-24yr,10151
2020-52,IT,15-24yr,8689
2020-53,IT,15-24yr,11654
2021-01,IT,15-24yr,13432
2021-02,IT,15-24yr,9896
2021-03,IT,15-24yr,8510
2021-04,IT,15-24yr,8348
2021-05,IT,15-24yr,8799
2021-06,IT,15-24yr,9308
2021-07,IT,15-24yr,10392
2021-08,IT,15-24yr,14639
2021-09,IT,15-24yr,17003
2021-10,IT,15-24yr,18324
2021-11,IT,15-24yr,16864
2021-12,IT,15-24yr,9436
2020-05,IT,25-49yr,0
2020-06,IT,25-49yr,1
2020-08,IT,25-49yr,54
2020-09,IT,25-49yr,429
2020-10,IT,25-49yr,1554
2020-11,IT,25-49yr,4822
2020-12,IT,25-49yr,8431
2020-13,IT,25-49yr,8604
2020-14,IT,25-49yr,7981
2020-15,IT,25-49yr,6794
2020-16,IT,25-49yr,4843
2020-17,IT,25-49yr,4167
2020-18,IT,25-49yr,2987
2020-19,IT,25-49yr,2341
2020-20,IT,25-49yr,1648
2020-21,IT,25-49yr,1280
2020-22,IT,25-49yr,922
2020-23,IT,25-49yr,597
2020-24,IT,25-49yr,701
2020-25,IT,25-49yr,546
2020-26,IT,25-49yr,547
2020-27,IT,25-49yr,593
2020-28,IT,25-49yr,561
2020-29,IT,25-49yr,629
2020-30,IT,25-49yr,738
2020-31,IT,25-49yr,838
2020-32,IT,25-49yr,1064
2020-33,IT,25-49yr,1183
2020-34,IT,25-49yr,2949
2020-35,IT,25-49yr,4005
2020-36,IT,25-49yr,4008
2020-37,IT,25-49yr,4057
2020-38,IT,25-49yr,4329
2020-39,IT,25-49yr,4751
2020-40,IT,25-49yr,6681
2020-41,IT,25-49yr,14037
2020-42,IT,25-49yr,27437
2020-43,IT,25-49yr,52085
2020-44,IT,25-49yr,74763
2020-45,IT,25-49yr,87640
2020-46,IT,25-49yr,85327
2020-47,IT,25-49yr,74460
2020-48,IT,25-49yr,54921
2020-49,IT,25-49yr,43311
2020-50,IT,25-49yr,36461
2020-51,IT,25-49yr,36543
2020-52,IT,25-49yr,31907
2020-53,IT,25-49yr,40484
2021-01,IT,25-49yr,42035
2021-02,IT,25-49yr,31033
2021-03,IT,25-49yr,27979
2021-04,IT,25-49yr,27873
2021-05,IT,25-49yr,28258
2021-06,IT,25-49yr,28397
2021-07,IT,25-49yr,31607
2021-08,IT,25-49yr,42640
2021-09,IT,25-49yr,49775
2021-10,IT,25-49yr,54054
2021-11,IT,25-49yr,50863
2021-12,IT,25-49yr,28987
2020-05,IT,80+yr,0
2020-06,IT,80+yr,0
2020-08,IT,80+yr,18
2020-09,IT,80+yr,367
2020-10,IT,80+yr,1571
2020-11,IT,80+yr,3895
2020-12,IT,80+yr,6476
2020-13,IT,80+yr,7607
2020-14,IT,80+yr,7903
2020-15,IT,80+yr,9535
2020-16,IT,80+yr,7758
2020-17,IT,80+yr,6032
2020-18,IT,80+yr,3633
2020-19,IT,80+yr,2230
2020-20,IT,80+yr,1234
2020-21,IT,80+yr,735
2020-22,IT,80+yr,450
2020-23,IT,80+yr,295
2020-24,IT,80+yr,273
2020-25,IT,80+yr,197
2020-26,IT,80+yr,145
2020-27,IT,80+yr,142
2020-28,IT,80+yr,136
2020-29,IT,80+yr,123
2020-30,IT,80+yr,127
2020-31,IT,80+yr,129
2020-32,IT,80+yr,133
2020-33,IT,80+yr,160
2020-34,IT,80+yr,189
2020-35,IT,80+yr,312
2020-36,IT,80+yr,323
2020-37,IT,80+yr,490
2020-38,IT,80+yr,542
2020-39,IT,80+yr,628
2020-40,IT,80+yr,1021
2020-41,IT,80+yr,2326
2020-42,IT,80+yr,4343
2020-43,IT,80+yr,8533
2020-44,IT,80+yr,13207
2020-45,IT,80+yr,17520
2020-46,IT,80+yr,19686
2020-47,IT,80+yr,19194
2020-48,IT,80+yr,16174
2020-49,IT,80+yr,13769
2020-50,IT,80+yr,11161
2020-51,IT,80+yr,10718
2020-52,IT,80+yr,8437
2020-53,IT,80+yr,10101
2021-01,IT,80+yr,10490
2021-02,IT,80+yr,8747
2021-03,IT,80+yr,7589
2021-04,IT,80+yr,6562
2021-05,IT,80+yr,6021
2021-06,IT,80+yr,5322
2021-07,IT,80+yr,5316
2021-08,IT,80+yr,6690
2021-09,IT,80+yr,7746
2021-10,IT,80+yr,8710
2021-11,IT,80+yr,8665
2021-12,IT,80+yr,4978
2020-10,LV,15-24yr,0
2020-11,LV,15-24yr,1
2020-12,LV,15-24yr,14
2020-13,LV,15-24yr,28
2020-14,LV,15-24yr,11
2020-15,LV,15-24yr,10
2020-16,LV,15-24yr,3
2020-17,LV,15-24yr,10
2020-18,LV,15-24yr,2
2020-19,LV,15-24yr,4
2020-20,LV,15-24yr,2
2020-21,LV,15-24yr,2
2020-22,LV,15-24yr,3
2020-23,LV,15-24yr,2
2020-24,LV,15-24yr,1
2020-25,LV,15-24yr,1
2020-26,LV,15-24yr,0
2020-27,LV,15-24yr,1
2020-28,LV,15-24yr,12
2020-29,LV,15-24yr,1
2020-30,LV,15-24yr,6
2020-31,LV,15-24yr,4
2020-32,LV,15-24yr,14
2020-33,LV,15-24yr,5
2020-34,LV,15-24yr,1
2020-35,LV,15-24yr,11
2020-36,LV,15-24yr,4
2020-37,LV,15-24yr,12
2020-38,LV,15-24yr,4
2020-39,LV,15-24yr,13
2020-40,LV,15-24yr,73
2020-41,LV,15-24yr,74
2020-42,LV,15-24yr,105
2020-43,LV,15-24yr,230
2020-44,LV,15-24yr,186
2020-45,LV,15-24yr,222
2020-46,LV,15-24yr,204
2020-47,LV,15-24yr,197
2020-48,LV,15-24yr,281
2020-49,LV,15-24yr,263
2020-50,LV,15-24yr,306
2020-51,LV,15-24yr,324
2020-52,LV,15-24yr,362
2020-53,LV,15-24yr,481
2021-01,LV,15-24yr,663
2021-02,LV,15-24yr,491
2021-03,LV,15-24yr,372
2021-04,LV,15-24yr,401
2021-05,LV,15-24yr,485
2021-06,LV,15-24yr,390
2021-07,LV,15-24yr,390
2021-08,LV,15-24yr,385
2021-09,LV,15-24yr,327
2021-10,LV,15-24yr,271
2021-11,LV,15-24yr,351
2021-12,LV,15-24yr,300
2021-13,LV,15-24yr,288
2020-10,LV,25-49yr,1
2020-11,LV,25-49yr,19
2020-12,LV,25-49yr,77
2020-13,LV,25-49yr,124
2020-14,LV,25-49yr,75
2020-15,LV,25-49yr,52
2020-16,LV,25-49yr,19
2020-17,LV,25-49yr,27
2020-18,LV,25-49yr,35
2020-19,LV,25-49yr,21
2020-20,LV,25-49yr,19
2020-21,LV,25-49yr,15
2020-22,LV,25-49yr,6
2020-23,LV,25-49yr,12
2020-24,LV,25-49yr,8
2020-25,LV,25-49yr,4
2020-26,LV,25-49yr,3
2020-27,LV,25-49yr,5
2020-28,LV,25-49yr,30
2020-29,LV,25-49yr,12
2020-30,LV,25-49yr,10
2020-31,LV,25-49yr,6
2020-32,LV,25-49yr,13
2020-33,LV,25-49yr,14
2020-34,LV,25-49yr,8
2020-35,LV,25-49yr,22
2020-36,LV,25-49yr,16
2020-37,LV,25-49yr,17
2020-38,LV,25-49yr,28
2020-39,LV,25-49yr,63
2020-40,LV,25-49yr,152
2020-41,LV,25-49yr,204
2020-42,LV,25-49yr,282
2020-43,LV,25-49yr,492
2020-44,LV,25-49yr,658
2020-45,LV,25-49yr,775
2020-46,LV,25-49yr,1016
2020-47,LV,25-49yr,1112
2020-48,LV,25-49yr,1656
2020-49,LV,25-49yr,1631
2020-50,LV,25-49yr,1730
2020-51,LV,25-49yr,2114
2020-52,LV,25-49yr,2221
2020-53,LV,25-49yr,2520
2021-01,LV,25-49yr,2877
2021-02,LV,25-49yr,2495
2021-03,LV,25-49yr,2147
2021-04,LV,25-49yr,2121
2021-05,LV,25-49yr,2265
2021-06,LV,25-49yr,2015
2021-07,LV,25-49yr,1990
2021-08,LV,25-49yr,1963
2021-09,LV,25-49yr,1790
2021-10,LV,25-49yr,1455
2021-11,LV,25-49yr,1451
2021-12,LV,25-49yr,1529
2021-13,LV,25-49yr,1302
2020-10,LV,80+yr,0
2020-11,LV,80+yr,0
2020-12,LV,80+yr,0
2020-13,LV,80+yr,2
2020-14,LV,80+yr,6
2020-15,LV,80+yr,8
2020-16,LV,80+yr,4
2020-17,LV,80+yr,3
2020-18,LV,80+yr,6
2020-19,LV,80+yr,10
2020-20,LV,80+yr,14
2020-21,LV,80+yr,10
2020-22,LV,80+yr,2
2020-23,LV,80+yr,0
2020-24,LV,80+yr,0
2020-25,LV,80+yr,0
2020-26,LV,80+yr,1
2020-27,LV,80+yr,0
2020-28,LV,80+yr,0
2020-29,LV,80+yr,1
2020-30,LV,80+yr,0
2020-31,LV,80+yr,1
2020-32,LV,80+yr,2
2020-33,LV,80+yr,2
2020-34,LV,80+yr,0
2020-35,LV,80+yr,1
2020-36,LV,80+yr,0
2020-37,LV,80+yr,1
2020-38,LV,80+yr,1
2020-39,LV,80+yr,3
2020-40,LV,80+yr,4
2020-41,LV,80+yr,12
2020-42,LV,80+yr,16
2020-43,LV,80+yr,41
2020-44,LV,80+yr,52
2020-45,LV,80+yr,127
2020-46,LV,80+yr,114
2020-47,LV,80+yr,108
2020-48,LV,80+yr,173
2020-49,LV,80+yr,312
