year_week,country_code,age_group,new_cases
2020-18,PL,15-24yr,57
2020-19,PL,15-24yr,76
2020-20,PL,15-24yr,80
2020-21,PL,15-24yr,64
2020-22,PL,15-24yr,52
2020-23,PL,15-24yr,54
2020-24,PL,15-24yr,41
2020-25,PL,15-24yr,94
2020-26,PL,15-24yr,88
2020-27,PL,15-24yr,36
2020-28,PL,15-24yr,52
2020-29,PL,15-24yr,58
2020-30,PL,15-24yr,55
2020-31,PL,15-24yr,53
2020-32,PL,15-24yr,211
2020-33,PL,15-24yr,326
2020-34,PL,15-24yr,217
2020-35,PL,15-24yr,214
2020-36,PL,15-24yr,200
2020-37,PL,15-24yr,240
2020-38,PL,15-24yr,198
2020-39,PL,15-24yr,147
2020-40,PL,15-24yr,180
2020-41,PL,15-24yr,119
2020-42,PL,15-24yr,181
2020-43,PL,15-24yr,166
2020-44,PL,15-24yr,186
2020-45,PL,15-24yr,202
2020-46,PL,15-24yr,214
2020-47,PL,15-24yr,371
2020-48,PL,15-24yr,1011
2020-49,PL,15-24yr,2249
2020-50,PL,15-24yr,2032
2020-51,PL,15-24yr,4149
2020-52,PL,15-24yr,881
2020-53,PL,15-24yr,2143
2021-01,PL,15-24yr,982
2021-02,PL,15-24yr,1935
2021-03,PL,15-24yr,1586
2021-04,PL,15-24yr,1604
2021-05,PL,15-24yr,1249
2021-06,PL,15-24yr,1375
2021-07,PL,15-24yr,1234
2021-08,PL,15-24yr,930
2021-09,PL,15-24yr,609
2021-10,PL,15-24yr,1270
2021-11,PL,15-24yr,1161
2021-12,PL,15-24yr,917
2021-13,PL,15-24yr,475
2020-10,PL,25-49yr,3
2020-11,PL,25-49yr,21
2020-12,PL,25-49yr,55
2020-13,PL,25-49yr,111
2020-14,PL,25-49yr,213
2020-15,PL,25-49yr,213
2020-16,PL,25-49yr,381
2020-17,PL,25-49yr,520
2020-18,PL,25-49yr,287
2020-19,PL,25-49yr,523
2020-20,PL,25-49yr,449
2020-21,PL,25-49yr,406
2020-22,PL,25-49yr,399
2020-23,PL,25-49yr,328
2020-24,PL,25-49yr,271
2020-25,PL,25-49yr,584
2020-26,PL,25-49yr,444
2020-27,PL,25-49yr,284
2020-28,PL,25-49yr,361
2020-29,PL,25-49yr,480
2020-30,PL,25-49yr,385
2020-31,PL,25-49yr,341
2020-32,PL,25-49yr,956
2020-33,PL,25-49yr,1606
2020-34,PL,25-49yr,1297
2020-35,PL,25-49yr,1027
2020-36,PL,25-49yr,1016
2020-37,PL,25-49yr,929
2020-38,PL,25-49yr,866
2020-39,PL,25-49yr,911
2020-40,PL,25-49yr,933
2020-41,PL,25-49yr,866
2020-42,PL,25-49yr,1066
2020-43,PL,25-49yr,1171
2020-44,PL,25-49yr,1428
2020-45,PL,25-49yr,1744
2020-46,PL,25-49yr,1788
2020-47,PL,25-49yr,3218
2020-48,PL,25-49yr,6278
2020-49,PL,25-49yr,16910
2020-50,PL,25-49yr,14160
2020-51,PL,25-49yr,31913
2020-52,PL,25-49yr,7230
2020-53,PL,25-49yr,16706
2021-01,PL,25-49yr,7414
2021-02,PL,25-49yr,15000
2021-03,PL,25-49yr,11874
2021-04,PL,25-49yr,11828
2021-05,PL,25-49yr,9927
2021-06,PL,25-49yr,9801
2021-07,PL,25-49yr,9818
2021-08,PL,25-49yr,7428
2021-09,PL,25-49yr,4577
2021-10,PL,25-49yr,9142
2021-11,PL,25-49yr,8442
2021-12,PL,25-49yr,6638
2021-13,PL,25-49yr,3478
2020-10,PL,80+yr,0
2020-11,PL,80+yr,1
2020-12,PL,80+yr,2
2020-13,PL,80+yr,12
2020-14,PL,80+yr,9
2020-15,PL,80+yr,24
2020-16,PL,80+yr,43
2020-17,PL,80+yr,96
2020-18,PL,80+yr,47
2020-19,PL,80+yr,112
2020-20,PL,80+yr,127
2020-21,PL,80+yr,79
2020-22,PL,80+yr,90
2020-23,PL,80+yr,44
2020-24,PL,80+yr,30
2020-25,PL,80+yr,61
2020-26,PL,80+yr,42
2020-27,PL,80+yr,43
2020-28,PL,80+yr,30
2020-29,PL,80+yr,47
2020-30,PL,80+yr,125
2020-31,PL,80+yr,50
2020-32,PL,80+yr,117
2020-33,PL,80+yr,153
2020-34,PL,80+yr,110
2020-35,PL,80+yr,60
2020-36,PL,80+yr,105
2020-37,PL,80+yr,85
2020-38,PL,80+yr,89
2020-39,PL,80+yr,107
2020-40,PL,80+yr,127
2020-41,PL,80+yr,131
2020-42,PL,80+yr,124
2020-43,PL,80+yr,109
2020-44,PL,80+yr,212
2020-45,PL,80+yr,203
2020-46,PL,80+yr,238
2020-47,PL,80+yr,383
2020-48,PL,80+yr,761
2020-49,PL,80+yr,1593
2020-50,PL,80+yr,1511
2020-51,PL,80+yr,3379
2020-52,PL,80+yr,845
2020-53,PL,80+yr,1574
2021-01,PL,80+yr,886
2021-02,PL,80+yr,1834
2021-03,PL,80+yr,1644
2021-04,PL,80+yr,2079
2021-05,PL,80+yr,1486
2021-06,PL,80+yr,1407
2021-07,PL,80+yr,1359
2021-08,PL,80+yr,1052
2021-09,PL,80+yr,571
2021-10,PL,80+yr,1218
2021-11,PL,80+yr,1125
2021-12,PL,80+yr,874
2021-13,PL,80+yr,450
2020-08,PT,15-24yr,0
2020-09,PT,15-24yr,0
2020-10,PT,15-24yr,5
2020-11,PT,15-24yr,25
2020-12,PT,15-24yr,89
2020-13,PT,15-24yr,274
2020-14,PT,15-24yr,377
2020-15,PT,15-24yr,351
2020-16,PT,15-24yr,373
2020-17,PT,15-24yr,292
2020-18,PT,15-24yr,209
2020-19,PT,15-24yr,233
2020-20,PT,15-24yr,215
2020-21,PT,15-24yr,231
2020-22,PT,15-24yr,280
2020-23,PT,15-24yr,308
2020-24,PT,15-24yr,236
2020-25,PT,15-24yr,364
2020-26,PT,15-24yr,331
2020-27,PT,15-24yr,347
2020-28,PT,15-24yr,324
2020-29,PT,15-24yr,277
2020-30,PT,15-24yr,207
2020-31,PT,15-24yr,165
2020-32,PT,15-24yr,169
2020-33,PT,15-24yr,204
2020-34,PT,15-24yr,184
2020-35,PT,15-24yr,338
2020-36,PT,15-24yr,365
2020-37,PT,15-24yr,616
2020-38,PT,15-24yr,641
2020-39,PT,15-24yr,665
2020-40,PT,15-24yr,791
2020-41,PT,15-24yr,1382
2020-42,PT,15-24yr,2173
2020-43,PT,15-24yr,3002
2020-44,PT,15-24yr,3737
2020-45,PT,15-24yr,5232
2020-46,PT,15-24yr,5185
2020-47,PT,15-24yr,5195
2020-48,PT,15-24yr,4244
2020-49,PT,15-24yr,3184
2020-50,PT,15-24yr,3073
2020-51,PT,15-24yr,3041
2020-52,PT,15-24yr,2380
2020-53,PT,15-24yr,4393
2021-01,PT,15-24yr,7729
2021-02,PT,15-24yr,8503
2021-03,PT,15-24yr,10436
2021-04,PT,15-24yr,9591
2021-05,PT,15-24yr,4691
2021-06,PT,15-24yr,2105
2021-07,PT,15-24yr,1289
2021-08,PT,15-24yr,789
2021-09,PT,15-24yr,692
2021-10,PT,15-24yr,597
2021-11,PT,15-24yr,461
2021-12,PT,15-24yr,411
2021-13,PT,15-24yr,360
2020-08,PT,25-49yr,0
2020-09,PT,25-49yr,1
2020-10,PT,25-49yr,13
2020-11,PT,25-49yr,155
2020-12,PT,25-49yr,725
2020-13,PT,25-49yr,1764
2020-14,PT,25-49yr,2202
2020-15,PT,25-49yr,1719
2020-16,PT,25-49yr,1624
2020-17,PT,25-49yr,1112
2020-18,PT,25-49yr,835
2020-19,PT,25-49yr,915
2020-20,PT,25-49yr,756
2020-21,PT,25-49yr,846
2020-22,PT,25-49yr,953
2020-23,PT,25-49yr,1108
2020-24,PT,25-49yr,989
2020-25,PT,25-49yr,1101
2020-26,PT,25-49yr,1216
2020-27,PT,25-49yr,1085
2020-28,PT,25-49yr,1100
2020-29,PT,25-49yr,891
2020-30,PT,25-49yr,718
2020-31,PT,25-49yr,562
2020-32,PT,25-49yr,557
2020-33,PT,25-49yr,675
2020-34,PT,25-49yr,660
2020-35,PT,25-49yr,1000
2020-36,PT,25-49yr,1075
2020-37,PT,25-49yr,1716
2020-38,PT,25-49yr,2041
2020-39,PT,25-49yr,2003
2020-40,PT,25-49yr,2284
2020-41,PT,25-49yr,3408
2020-42,PT,25-49yr,5967
2020-43,PT,25-49yr,8149
2020-44,PT,25-49yr,10567
2020-45,PT,25-49yr,14875
2020-46,PT,25-49yr,14819
2020-47,PT,25-49yr,14998
2020-48,PT,25-49yr,12391
2020-49,PT,25-49yr,9885
2020-50,PT,25-49yr,9386
2020-51,PT,25-49yr,9161
2020-52,PT,25-49yr,7690
2020-53,PT,25-49yr,13487
2021-01,PT,25-49yr,22116
2021-02,PT,25-49yr,25108
2021-03,PT,25-49yr,32548
2021-04,PT,25-49yr,30523
2021-05,PT,25-49yr,14719
2021-06,PT,25-49yr,6717
2021-07,PT,25-49yr,3836
2021-08,PT,25-49yr,2546
2021-09,PT,25-49yr,2148
2021-10,PT,25-49yr,1752
2021-11,PT,25-49yr,1362
2021-12,PT,25-49yr,1209
2021-13,PT,25-49yr,1292
2020-08,PT,80+yr,0
2020-09,PT,80+yr,0
2020-10,PT,80+yr,0
2020-11,PT,80+yr,13
2020-12,PT,80+yr,117
2020-13,PT,80+yr,525
2020-14,PT,80+yr,835
2020-15,PT,80+yr,921
2020-16,PT,80+yr,664
2020-17,PT,80+yr,470
2020-18,PT,80+yr,279
2020-19,PT,80+yr,252
2020-20,PT,80+yr,142
2020-21,PT,80+yr,117
2020-22,PT,80+yr,151
2020-23,PT,80+yr,123
2020-24,PT,80+yr,107
2020-25,PT,80+yr,244
2020-26,PT,80+yr,240
2020-27,PT,80+yr,205
2020-28,PT,80+yr,155
2020-29,PT,80+yr,94
2020-30,PT,80+yr,97
2020-31,PT,80+yr,80
2020-32,PT,80+yr,112
2020-33,PT,80+yr,117
2020-34,PT,80+yr,117
2020-35,PT,80+yr,166
2020-36,PT,80+yr,216
2020-37,PT,80+yr,267
2020-38,PT,80+yr,288
2020-39,PT,80+yr,332
2020-40,PT,80+yr,482
2020-41,PT,80+yr,511
2020-42,PT,80+yr,857
2020-43,PT,80+yr,1203
2020-44,PT,80+yr,1908
2020-45,PT,80+yr,2234
2020-46,PT,80+yr,2577
2020-47,PT,80+yr,2635
2020-48,PT,80+yr,2497
2020-49,PT,80+yr,2384
2020-50,PT,80+yr,2563
2020-51,PT,80+yr,2359
2020-52,PT,80+yr,1746
2020-53,PT,80+yr,2836
2021-01,PT,80+yr,4839
2021-02,PT,80+yr,5462
2021-03,PT,80+yr,7178
2021-04,PT,80+yr,6479
2021-05,PT,80+yr,3827
2021-06,PT,80+yr,1932
2021-07,PT,80+yr,1032
2021-08,PT,80+yr,608
2021-09,PT,80+yr,385
2021-10,PT,80+yr,321
2021-11,PT,80+yr,195
2021-12,PT,80+yr,197
2021-13,PT,80+yr,144
2020-09,RO,15-24yr,0
2020-10,RO,15-24yr,4
2020-11,RO,15-24yr,14
2020-12,RO,15-24yr,30
2020-13,RO,15-24yr,53
2020-14,RO,15-24yr,104
2020-15,RO,15-24yr,161
2020-16,RO,15-24yr,96
2020-17,RO,15-24yr,161
2020-18,RO,15-24yr,125
2020-19,RO,15-24yr,173
2020-20,RO,15-24yr,61
2020-21,RO,15-24yr,87
2020-22,RO,15-24yr,81
2020-23,RO,15-24yr,83
2020-24,RO,15-24yr,76
2020-25,RO,15-24yr,91
2020-26,RO,15-24yr,112
2020-27,RO,15-24yr,98
2020-28,RO,15-24yr,211
2020-29,RO,15-24yr,309
2020-30,RO,15-24yr,470
2020-31,RO,15-24yr,475
2020-32,RO,15-24yr,495
2020-33,RO,15-24yr,280
2020-34,RO,15-24yr,547
2020-35,RO,15-24yr,518
2020-36,RO,15-24yr,559
2020-37,RO,15-24yr,521
2020-38,RO,15-24yr,647
2020-39,RO,15-24yr,682
2020-40,RO,15-24yr,750
2020-41,RO,15-24yr,1344
2020-42,RO,15-24yr,1687
2020-43,RO,15-24yr,1955
2020-44,RO,15-24yr,2162
2020-45,RO,15-24yr,3228
2020-46,RO,15-24yr,3483
2020-47,RO,15-24yr,3307
2020-48,RO,15-24yr,2835
2020-49,RO,15-24yr,2135
2020-50,RO,15-24yr,2377
2020-51,RO,15-24yr,1711
2020-52,RO,15-24yr,1018
2020-53,RO,15-24yr,1229
2021-01,RO,15-24yr,2098
2021-02,RO,15-24yr,1346
2021-03,RO,15-24yr,897
2021-04,RO,15-24yr,919
2021-05,RO,15-24yr,916
2021-06,RO,15-24yr,982
2021-07,RO,15-24yr,1174
2021-08,RO,15-24yr,1480
2021-09,RO,15-24yr,1688
2021-10,RO,15-24yr,1978
2021-11,RO,15-24yr,2249
2021-13,RO,15-24yr,1791
2020-09,RO,25-49yr,3
2020-10,RO,25-49yr,4
2020-11,RO,25-49yr,82
2020-12,RO,25-49yr,220
2020-13,RO,25-49yr,629
2020-14,RO,25-49yr,980
2020-15,RO,25-49yr,1048
2020-16,RO,25-49yr,931
2020-17,RO,25-49yr,1082
2020-18,RO,25-49yr,757
2020-19,RO,25-49yr,1228
2020-20,RO,25-49yr,326
2020-21,RO,25-49yr,569
2020-22,RO,25-49yr,424
2020-23,RO,25-49yr,413
2020-24,RO,25-49yr,580
2020-25,RO,25-49yr,811
2020-26,RO,25-49yr,833
2020-27,RO,25-49yr,705
2020-28,RO,25-49yr,1648
2020-29,RO,25-49yr,2404
2020-30,RO,25-49yr,3326
2020-31,RO,25-49yr,3114
2020-32,RO,25-49yr,3183
2020-33,RO,25-49yr,1837
2020-34,RO,25-49yr,3273
2020-35,RO,25-49yr,3125
2020-36,RO,25-49yr,3351
2020-37,RO,25-49yr,3345
2020-38,RO,25-49yr,3673
2020-39,RO,25-49yr,3969
2020-40,RO,25-49yr,4635
2020-41,RO,25-49yr,8353
2020-42,RO,25-49yr,10567
2020-43,RO,25-49yr,11962
2020-44,RO,25-49yr,15651
2020-45,RO,25-49yr,22102
2020-46,RO,25-49yr,23475
2020-47,RO,25-49yr,23365
2020-48,RO,25-49yr,20375
2020-49,RO,25-49yr,15794
2020-50,RO,25-49yr,17031
2020-51,RO,25-49yr,12424
2020-52,RO,25-49yr,7964
2020-53,RO,25-49yr,9085
2021-01,RO,25-49yr,12381
2021-02,RO,25-49yr,8358
2021-03,RO,25-49yr,6575
2021-04,RO,25-49yr,6342
2021-05,RO,25-49yr,6169
2021-06,RO,25-49yr,6290
2021-07,RO,25-49yr,6844
2021-08,RO,25-49yr,8581
2021-09,RO,25-49yr,9774
2021-10,RO,25-49yr,11436
2021-11,RO,25-49yr,13963
2021-13,RO,25-49yr,11734
2020-09,RO,80+yr,0
2020-10,RO,80+yr,0
2020-11,RO,80+yr,0
2020-12,RO,80+yr,1
2020-13,RO,80+yr,30
2020-14,RO,80+yr,80
2020-15,RO,80+yr,120
2020-16,RO,80+yr,140
2020-17,RO,80+yr,126
2020-18,RO,80+yr,191
2020-19,RO,80+yr,241
2020-20,RO,80+yr,39
2020-21,RO,80+yr,74
2020-22,RO,80+yr,44
2020-23,RO,80+yr,93
2020-24,RO,80+yr,84
2020-25,RO,80+yr,117
2020-26,RO,80+yr,137
2020-27,RO,80+yr,100
2020-28,RO,80+yr,138
2020-29,RO,80+yr,188
2020-30,RO,80+yr,257
2020-31,RO,80+yr,314
2020-32,RO,80+yr,339
2020-33,RO,80+yr,241
2020-34,RO,80+yr,333
2020-35,RO,80+yr,431
2020-36,RO,80+yr,395
2020-37,RO,80+yr,346
2020-38,RO,80+yr,455
2020-39,RO,80+yr,463
2020-40,RO,80+yr,449
2020-41,RO,80+yr,736
2020-42,RO,80+yr,930
2020-43,RO,80+yr,1145
2020-44,RO,80+yr,1337
2020-45,RO,80+yr,1924
2020-46,RO,80+yr,2117
2020-47,RO,80+yr,2329
2020-48,RO,80+yr,2273
2020-49,RO,80+yr,1736
2020-50,RO,80+yr,1902
2020-51,RO,80+yr,1697
2020-52,RO,80+yr,1225
2020-53,RO,80+yr,1177
2021-01,RO,80+yr,1217
2021-02,RO,80+yr,1056
2021-03,RO,80+yr,939
2021-04,RO,80+yr,881
2021-05,RO,80+yr,749
2021-06,RO,80+yr,711
2021-07,RO,80+yr,761
2021-08,RO,80+yr,905
2021-09,RO,80+yr,955
2021-10,RO,80+yr,1223
2021-11,RO,80+yr,1478
2021-13,RO,80+yr,1723
2020-10,SK,15-24yr,1
2020-11,SK,15-24yr,4
2020-12,SK,15-24yr,10
2020-13,SK,15-24yr,29
2020-14,SK,15-24yr,31
2020-15,SK,15-24yr,31
2020-16,SK,15-24yr,31
2020-17,SK,15-24yr,20
2020-18,SK,15-24yr,3
2020-19,SK,15-24yr,2
2020-20,SK,15-24yr,8
2020-21,SK,15-24yr,1
2020-22,SK,15-24yr,2
2020-23,SK,15-24yr,0
2020-24,SK,15-24yr,3
2020-25,SK,15-24yr,5
2020-26,SK,15-24yr,6
2020-27,SK,15-24yr,20
2020-28,SK,15-24yr,11
2020-29,SK,15-24yr,7
2020-30,SK,15-24yr,25
2020-31,SK,15-24yr,24
2020-32,SK,15-24yr,35
2020-33,SK,15-24yr,48
2020-34,SK,15-24yr,72
2020-35,SK,15-24yr,83
2020-36,SK,15-24yr,130
2020-37,SK,15-24yr,206
2020-38,SK,15-24yr,288
2020-39,SK,15-24yr,428
2020-40,SK,15-24yr,578
2020-41,SK,15-24yr,978
2020-42,SK,15-24yr,1342
2020-43,SK,15-24yr,1539
2020-44,SK,15-24yr,1632
2020-45,SK,15-24yr,1402
2020-46,SK,15-24yr,1176
2020-47,SK,15-24yr,1004
2020-48,SK,15-24yr,1210
2020-49,SK,15-24yr,1615
2020-50,SK,15-24yr,2521
2020-51,SK,15-24yr,2889
2020-52,SK,15-24yr,2205
2020-53,SK,15-24yr,3099
2021-01,SK,15-24yr,5065
2021-02,SK,15-24yr,3218
2021-03,SK,15-24yr,4026
2021-04,SK,15-24yr,2938
2021-05,SK,15-24yr,4522
2021-06,SK,15-24yr,4214
2021-07,SK,15-24yr,4612
2021-08,SK,15-24yr,4677
2021-09,SK,15-24yr,4313
2021-10,SK,15-24yr,3751
2021-11,SK,15-24yr,2925
2021-12,SK,15-24yr,2371
2020-10,SK,25-49yr,1
2020-11,SK,25-49yr,29
2020-12,SK,25-49yr,73
2020-13,SK,25-49yr,81
2020-14,SK,25-49yr,101
2020-15,SK,25-49yr,122
2020-16,SK,25-49yr,161
2020-17,SK,25-49yr,110
2020-18,SK,25-49yr,8
2020-19,SK,25-49yr,20
2020-20,SK,25-49yr,18
2020-21,SK,25-49yr,8
2020-22,SK,25-49yr,7
2020-23,SK,25-49yr,8
2020-24,SK,25-49yr,17
2020-25,SK,25-49yr,20
2020-26,SK,25-49yr,38
2020-27,SK,25-49yr,49
2020-28,SK,25-49yr,65
2020-29,SK,25-49yr,49
2020-30,SK,25-49yr,103
2020-31,SK,25-49yr,78
2020-32,SK,25-49yr,129
2020-33,SK,25-49yr,158
2020-34,SK,25-49yr,297
2020-35,SK,25-49yr,254
2020-36,SK,25-49yr,372
2020-37,SK,25-49yr,442
2020-38,SK,25-49yr,512
2020-39,SK,25-49yr,1178
2020-40,SK,25-49yr,1893
2020-41,SK,25-49yr,3234
2020-42,SK,25-49yr,4725
2020-43,SK,25-49yr,6788
2020-44,SK,25-49yr,8163
2020-45,SK,25-49yr,6184
2020-46,SK,25-49yr,4939
2020-47,SK,25-49yr,4834
2020-48,SK,25-49yr,5596
2020-49,SK,25-49yr,7380
2020-50,SK,25-49yr,11428
2020-51,SK,25-49yr,13708
2020-52,SK,25-49yr,9511
2020-53,SK,25-49yr,11672
2021-01,SK,25-49yr,18625
2021-02,SK,25-49yr,12232
2021-03,SK,25-49yr,14627
2021-04,SK,25-49yr,11327
2021-05,SK,25-49yr,17399
2021-06,SK,25-49yr,16160
2021-07,SK,25-49yr,17137
2021-08,SK,25-49yr,16261
2021-09,SK,25-49yr,15257
2021-10,SK,25-49yr,12687
2021-11,SK,25-49yr,10541
2021-12,SK,25-49yr,8449
2020-10,SK,80+yr,0
2020-11,SK,80+yr,0
2020-12,SK,80+yr,3
2020-13,SK,80+yr,3
2020-14,SK,80+yr,1
2020-15,SK,80+yr,6
2020-16,SK,80+yr,56
2020-17,SK,80+yr,9
2020-18,SK,80+yr,4
2020-19,SK,80+yr,0
2020-20,SK,80+yr,0
2020-21,SK,80+yr,0
2020-22,SK,80+yr,1
2020-23,SK,80+yr,0
2020-24,SK,80+yr,0
2020-25,SK,80+yr,0
2020-26,SK,80+yr,1
2020-27,SK,80+yr,1
2020-28,SK,80+yr,3
2020-29,SK,80+yr,0
2020-30,SK,80+yr,5
2020-31,SK,80+yr,3
2020-32,SK,80+yr,5
2020-33,SK,80+yr,14
2020-34,SK,80+yr,9
2020-35,SK,80+yr,10
2020-36,SK,80+yr,15
2020-37,SK,80+yr,16
2020-38,SK,80+yr,40
2020-39,SK,80+yr,77
2020-40,SK,80+yr,141
2020-41,SK,80+yr,200
2020-42,SK,80+yr,349
2020-43,SK,80+yr,514
2020-44,SK,80+yr,806
2020-45,SK,80+yr,549
2020-46,SK,80+yr,564
2020-47,SK,80+yr,611
2020-48,SK,80+yr,719
2020-49,SK,80+yr,635
2020-50,SK,80+yr,883
2020-51,SK,80+yr,924
2020-52,SK,80+yr,712
2020-53,SK,80+yr,643
2021-01,SK,80+yr,1039
2021-02,SK,80+yr,936
2021-03,SK,80+yr,744
2021-04,SK,80+yr,793
2021-05,SK,80+yr,760
2021-06,SK,80+yr,719
2021-07,SK,80+yr,659
2021-08,SK,80+yr,682
2021-09,SK,80+yr,635
2021-10,SK,80+yr,519
2021-11,SK,80+yr,449
2021-12,SK,80+yr,356
2020-10,SI,15-24yr,0
2020-11,SI,15-24yr,21
2020-12,SI,15-24yr,9
2020-13,SI,15-24yr,15
2020-14,SI,15-24yr,16
2020-15,SI,15-24yr,20
2020-16,SI,15-24yr,10
2020-17,SI,15-24yr,8
2020-18,SI,15-24yr,0
2020-19,SI,15-24yr,2
2020-20,SI,15-24yr,1
2020-21,SI,15-24yr,1
2020-22,SI,15-24yr,1
2020-23,SI,15-24yr,0
2020-24,SI,15-24yr,1
2020-25,SI,15-24yr,0
2020-26,SI,15-24yr,16
2020-27,SI,15-24yr,26
2020-28,SI,15-24yr,20
2020-29,SI,15-24yr,8
2020-30,SI,15-24yr,10
2020-31,SI,15-24yr,13
2020-32,SI,15-24yr,19
2020-33,SI,15-24yr,58
2020-34,SI,15-24yr,76
2020-35,SI,15-24yr,21
2020-36,SI,15-24yr,33
2020-37,SI,15-24yr,64
2020-38,SI,15-24yr,72
2020-39,SI,15-24yr,122
2020-40,SI,15-24yr,148
2020-41,SI,15-24yr,340
2020-42,SI,15-24yr,716
2020-43,SI,15-24yr,1226
2020-44,SI,15-24yr,959
2020-45,SI,15-24yr,539
2020-46,SI,15-24yr,663
2020-47,SI,15-24yr,770
2020-48,SI,15-24yr,732
2020-49,SI,15-24yr,839
2020-50,SI,15-24yr,782
2020-51,SI,15-24yr,687
2020-52,SI,15-24yr,675
2020-53,SI,15-24yr,884
2021-01,SI,15-24yr,1386
2021-02,SI,15-24yr,771
2021-03,SI,15-24yr,667
2021-04,SI,15-24yr,753
2021-05,SI,15-24yr,652
2021-06,SI,15-24yr,518
2021-07,SI,15-24yr,547
2021-08,SI,15-24yr,601
2021-09,SI,15-24yr,617
2021-10,SI,15-24yr,564
2021-11,SI,15-24yr,676
2021-12,SI,15-24yr,779
2021-13,SI,15-24yr,995
2020-10,SI,25-49yr,9
2020-11,SI,25-49yr,112
2020-12,SI,25-49yr,76
2020-13,SI,25-49yr,78
2020-14,SI,25-49yr,75
2020-15,SI,25-49yr,73
2020-16,SI,25-49yr,42
2020-17,SI,25-49yr,24
2020-18,SI,25-49yr,9
2020-19,SI,25-49yr,9
2020-20,SI,25-49yr,2
2020-21,SI,25-49yr,1
2020-22,SI,25-49yr,2
2020-23,SI,25-49yr,8
2020-24,SI,25-49yr,5
2020-25,SI,25-49yr,15
2020-26,SI,25-49yr,28
2020-27,SI,25-49yr,72
2020-28,SI,25-49yr,68
2020-29,SI,25-49yr,44
2020-30,SI,25-49yr,49
2020-31,SI,25-49yr,41
2020-32,SI,25-49yr,29
2020-33,SI,25-49yr,68
2020-34,SI,25-49yr,98
2020-35,SI,25-49yr,111
2020-36,SI,25-49yr,171
2020-37,SI,25-49yr,266
2020-38,SI,25-49yr,352
2020-39,SI,25-49yr,442
2020-40,SI,25-49yr,562
2020-41,SI,25-49yr,1022
2020-42,SI,25-49yr,2244
2020-43,SI,25-49yr,5154
2020-44,SI,25-49yr,6042
2020-45,SI,25-49yr,4243
2020-46,SI,25-49yr,4326
2020-47,SI,25-49yr,4406
2020-48,SI,25-49yr,4349
2020-49,SI,25-49yr,4656
2020-50,SI,25-49yr,4795
2020-51,SI,25-49yr,4365
2020-52,SI,25-49yr,4046
2020-53,SI,25-49yr,4830
2021-01,SI,25-49yr,6446
2021-02,SI,25-49yr,4461
2021-03,SI,25-49yr,4012
2021-04,SI,25-49yr,3987
2021-05,SI,25-49yr,3330
2021-06,SI,25-49yr,2782
2021-07,SI,25-49yr,2355
2021-08,SI,25-49yr,2323
2021-09,SI,25-49yr,2271
2021-10,SI,25-49yr,2103
2021-11,SI,25-49yr,2494
2021-12,SI,25-49yr,2936
2021-13,SI,25-49yr,3296
2020-10,SI,80+yr,0
2020-11,SI,80+yr,10
2020-12,SI,80+yr,26
2020-13,SI,80+yr,56
2020-14,SI,80+yr,77
2020-15,SI,80+yr,38
2020-16,SI,80+yr,31
2020-17,SI,80+yr,11
2020-18,SI,80+yr,10
2020-19,SI,80+yr,5
2020-20,SI,80+yr,0
2020-21,SI,80+yr,1
2020-22,SI,80+yr,0
2020-23,SI,80+yr,0
2020-24,SI,80+yr,0
2020-25,SI,80+yr,0
2020-26,SI,80+yr,1
2020-27,SI,80+yr,7
2020-28,SI,80+yr,5
2020-29,SI,80+yr,9
2020-30,SI,80+yr,27
2020-31,SI,80+yr,5
2020-32,SI,80+yr,4
2020-33,SI,80+yr,4
2020-34,SI,80+yr,5
2020-35,SI,80+yr,7
2020-36,SI,80+yr,9
2020-37,SI,80+yr,30
2020-38,SI,80+yr,46
2020-39,SI,80+yr,31
2020-40,SI,80+yr,49
2020-41,SI,80+yr,123
2020-42,SI,80+yr,205
2020-43,SI,80+yr,532
2020-44,SI,80+yr,751
2020-45,SI,80+yr,998
2020-46,SI,80+yr,1203
2020-47,SI,80+yr,1310
2020-48,SI,80+yr,1295
2020-49,SI,80+yr,1322
2020-50,SI,80+yr,1004
2020-51,SI,80+yr,847
2020-52,SI,80+yr,756
2020-53,SI,80+yr,675
2021-01,SI,80+yr,801
2021-02,SI,80+yr,660
2021-03,SI,80+yr,474
2021-04,SI,80+yr,375
2021-05,SI,80+yr,277
2021-06,SI,80+yr,177
2021-07,SI,80+yr,159
2021-08,SI,80+yr,161
2021-09,SI,80+yr,145
2021-10,SI,80+yr,123
2021-11,SI,80+yr,118
2021-12,SI,80+yr,131
2021-13,SI,80+yr,108
2020-05,ES,15-24yr,1
2020-06,ES,15-24yr,2
2020-07,ES,15-24yr,1
2020-08,ES,15-24yr,9
2020-09,ES,15-24yr,63
2020-10,ES,15-24yr,276
2020-11,ES,15-24yr,806
2020-12,ES,15-24yr,1011
2020-13,ES,15-24yr,955
2020-14,ES,15-24yr,791
2020-15,ES,15-24yr,546
2020-16,ES,15-24yr,413
2020-17,ES,15-24yr,323
2020-18,ES,15-24yr,199
2020-19,ES,15-24yr,131
2020-20,ES,15-24yr,244
2020-21,ES,15-24yr,259
2020-22,ES,15-24yr,274
2020-23,ES,15-24yr,289
2020-24,ES,15-24yr,230
2020-25,ES,15-24yr,248
2020-26,ES,15-24yr,352
2020-27,ES,15-24yr,449
